accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,backbone,coverage,detector_control,fpr95,goodput_per_resource_proxy,known_id_accuracy,method,open_fraction,refine_rate,refine_threshold,refined,reject_rate,rejected,resource_units_proxy,seed,semantic_goodput,severity,threshold
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,0.0
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.2626328505672867,1,0.3984375,255,411.1,0,0.6,mild,0.012633340146282172
397,384,0.9672544080604534,0.0327455919395466,13,0.6,1.0,dino+siglip2+openclip,0.6203125,learned_selective_risk+semantic_harq_refine,0.0,0.4886739628404174,1.0,opensemcom,0.25,0.3796875,0.9999999264621288,243,0.0,0,785.8,0,0.6,mild,0.9869663070537612
409,384,0.9388753056234719,0.061124694376528114,25,0.6,1.0,dino+siglip2+openclip,0.6390625,learned_selective_risk+semantic_harq_refine,0.0,0.49319291035191365,1.0,opensemcom,0.25,0.3609375,0.9999999264621288,231,0.0,0,778.6,0,0.6,mild,0.9978301474016892
422,384,0.909952606635071,0.09004739336492891,38,0.6,1.0,dino+siglip2+openclip,0.659375,learned_selective_risk+semantic_harq_refine,0.0,0.4981837052413078,1.0,opensemcom,0.25,0.340625,0.9999999264621288,218,0.0,0,770.8,0,0.6,mild,0.9993250736639129
435,384,0.8827586206896552,0.11724137931034483,51,0.6,1.0,dino+siglip2+openclip,0.6796875,learned_selective_risk+semantic_harq_refine,0.0,0.5032765399737876,1.0,opensemcom,0.25,0.3203125,0.9999999264621288,205,0.0,0,763.0,0,0.6,mild,0.9996481463262152
448,384,0.8571428571428571,0.14285714285714285,64,0.6,1.0,dino+siglip2+openclip,0.7,learned_selective_risk+semantic_harq_refine,0.0,0.5084745762711864,1.0,opensemcom,0.25,0.3,0.9999999264621288,192,0.0,0,755.2,0,0.6,mild,0.999855435476293
461,384,0.8329718004338394,0.16702819956616052,77,0.6,1.0,dino+siglip2+openclip,0.7203125,learned_selective_risk+semantic_harq_refine,0.0,0.5137811078405137,1.0,opensemcom,0.25,0.2796875,0.9999999264621288,179,0.0,0,747.4000000000001,0,0.6,mild,0.9999143332042696
473,384,0.8118393234672304,0.18816067653276955,89,0.6,1.0,dino+siglip2+openclip,0.7390625,learned_selective_risk+semantic_harq_refine,0.0,0.5187787084571737,1.0,opensemcom,0.25,0.2609375,0.9999999264621288,167,0.0,0,740.2,0,0.6,mild,0.9999467587681489
486,384,0.7901234567901234,0.20987654320987653,102,0.6,1.0,dino+siglip2+openclip,0.759375,learned_selective_risk+semantic_harq_refine,0.0,0.5243036592026216,1.0,opensemcom,0.25,0.240625,0.9999999264621288,154,0.0,0,732.4,0,0.6,mild,0.9999637623760952
499,384,0.7695390781563126,0.23046092184368738,115,0.6,1.0,dino+siglip2+openclip,0.7796875,learned_selective_risk+semantic_harq_refine,0.0,0.5299475572729782,1.0,opensemcom,0.25,0.2203125,0.9999999264621288,141,0.0,0,724.6,0,0.6,mild,0.999976161632507
512,384,0.75,0.25,128,0.6,1.0,dino+siglip2+openclip,0.8,learned_selective_risk+semantic_harq_refine,0.0,0.5357142857142857,1.0,opensemcom,0.25,0.2,0.9999999264621288,128,0.0,0,716.8,0,0.6,mild,0.9999852093856627
524,384,0.732824427480916,0.26717557251908397,140,0.6,1.0,dino+siglip2+openclip,0.81875,learned_selective_risk+semantic_harq_refine,0.0,0.5411499436302142,1.0,opensemcom,0.25,0.18125,0.9999999264621288,116,0.0,0,709.6,0,0.6,mild,0.9999886670065066
537,384,0.7150837988826816,0.2849162011173184,153,0.6,1.0,dino+siglip2+openclip,0.8390625,learned_selective_risk+semantic_harq_refine,0.0,0.5471644343117698,1.0,opensemcom,0.25,0.1609375,0.9999999264621288,103,0.0,0,701.8,0,0.6,mild,0.9999927091810341
550,384,0.6981818181818182,0.3018181818181818,166,0.6,1.0,dino+siglip2+openclip,0.859375,learned_selective_risk+semantic_harq_refine,0.0,0.553314121037464,1.0,opensemcom,0.25,0.140625,0.9999999264621288,90,0.0,0,694.0,0,0.6,mild,0.9999948055943072
563,384,0.6820603907637656,0.31793960923623443,179,0.6,1.0,dino+siglip2+openclip,0.8796875,learned_selective_risk+semantic_harq_refine,0.0,0.5596036141066744,1.0,opensemcom,0.25,0.1203125,0.9999999264621288,77,0.0,0,686.2,0,0.6,mild,0.9999966871130263
576,384,0.6666666666666666,0.3333333333333333,192,0.6,1.0,dino+siglip2+openclip,0.9,learned_selective_risk+semantic_harq_refine,0.0,0.5660377358490566,1.0,opensemcom,0.25,0.1,0.9999999264621288,64,0.0,0,678.4,0,0.6,mild,0.9999980416840181
588,384,0.6530612244897959,0.3469387755102041,204,0.6,1.0,dino+siglip2+openclip,0.91875,learned_selective_risk+semantic_harq_refine,0.0,0.5721096543504172,1.0,opensemcom,0.25,0.08125,0.9999999264621288,52,0.0,0,671.2,0,0.6,mild,0.9999988577445625
601,384,0.6389351081530782,0.3610648918469218,217,0.6,1.0,dino+siglip2+openclip,0.9390625,learned_selective_risk+semantic_harq_refine,0.0,0.5788362978595116,1.0,opensemcom,0.25,0.0609375,0.9999999264621288,39,0.0,0,663.4,0,0.6,mild,0.9999994083371396
614,384,0.6254071661237784,0.3745928338762215,230,0.6,1.0,dino+siglip2+openclip,0.959375,learned_selective_risk+semantic_harq_refine,0.0,0.5857230018303844,1.0,opensemcom,0.25,0.040625,0.9999999264621288,26,0.0,0,655.6,0,0.6,mild,0.9999997091643836
627,384,0.6124401913875598,0.3875598086124402,243,0.6,1.0,dino+siglip2+openclip,0.9796875,learned_selective_risk+semantic_harq_refine,0.0,0.5927755480086447,1.0,opensemcom,0.25,0.0203125,0.9999999264621288,13,0.0,0,647.8,0,0.6,mild,0.9999998054026962
640,384,0.6,0.4,256,0.6,1.0,dino+siglip2+openclip,1.0,learned_selective_risk+semantic_harq_refine,0.0,0.6,1.0,opensemcom,0.25,0.0,0.9999999264621288,0,0.0,0,640.0,0,0.6,mild,0.9999999264621288
1,1,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.0015625,learned_risk_head_only,0.0,0.001553036185743128,1.0,opensemcom_risk_head,0.25,0.603125,0.24999997246663952,386,0.3953125,253,643.9,0,0.0015625,mild,9.857456007011933e-07
13,13,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.0203125,learned_risk_head_only,0.0,0.020417779173865246,1.0,opensemcom_risk_head,0.25,0.584375,0.2500004527137162,374,0.3953125,253,636.6999999999999,0,0.0203125,mild,1.465992677367467e-06
26,26,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.040625,learned_risk_head_only,0.0,0.041342025759262206,1.0,opensemcom_risk_head,0.25,0.5640625,0.2500008386020727,361,0.3953125,253,628.9,0,0.040625,mild,1.8518810338719051e-06
39,39,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.0609375,learned_risk_head_only,0.0,0.06279182096280791,1.0,opensemcom_risk_head,0.25,0.54375,0.2500012461399729,348,0.3953125,253,621.1,0,0.0609375,mild,2.259418934045243e-06
52,52,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.08125,learned_risk_head_only,0.0,0.0847872166965596,1.0,opensemcom_risk_head,0.25,0.5234375,0.2500018385876319,335,0.3953125,253,613.3,0,0.08125,mild,2.851866593118757e-06
64,64,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.1,learned_risk_head_only,0.0,0.105593136446131,1.0,opensemcom_risk_head,0.25,0.5046875,0.25000216560802074,323,0.3953125,253,606.1,0,0.1,mild,3.1788869819138205e-06
77,77,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.1203125,learned_risk_head_only,0.0,0.1286979776032091,1.0,opensemcom_risk_head,0.25,0.484375,0.2500026368377075,310,0.3953125,253,598.3,0,0.1203125,mild,3.6501166687230573e-06
90,90,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.140625,learned_risk_head_only,0.0,0.15241320914479256,1.0,opensemcom_risk_head,0.25,0.4640625,0.25000305709143505,297,0.3953125,253,590.5,0,0.140625,mild,4.070370396220824e-06
103,103,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.1609375,learned_risk_head_only,0.0,0.17676334305817742,1.0,opensemcom_risk_head,0.25,0.44375,0.25000378483602614,284,0.3953125,253,582.7,0,0.1609375,mild,4.798114987352164e-06
116,116,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.18125,learned_risk_head_only,0.0,0.2017742216037572,1.0,opensemcom_risk_head,0.25,0.4234375,0.25000445977266283,271,0.3953125,253,574.9,0,0.18125,mild,5.473051623994251e-06
128,128,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.2,learned_risk_head_only,0.0,0.2254711995772415,1.0,opensemcom_risk_head,0.25,0.4046875,0.2500053990502238,259,0.3953125,253,567.7,0,0.2,mild,6.412329184968258e-06
141,141,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.2203125,learned_risk_head_only,0.0,0.25183068405072334,1.0,opensemcom_risk_head,0.25,0.384375,0.25000627305829765,246,0.3953125,253,559.9,0,0.2203125,mild,7.2863372588471976e-06
154,154,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.240625,learned_risk_head_only,0.0,0.278934975547908,1.0,opensemcom_risk_head,0.25,0.3640625,0.2500068719098272,233,0.3953125,253,552.0999999999999,0,0.240625,mild,7.885188788350204e-06
167,167,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.2609375,learned_risk_head_only,0.0,0.3068160940657726,1.0,opensemcom_risk_head,0.25,0.34375,0.25000756210900366,220,0.3953125,253,544.3,0,0.2609375,mild,8.575387964810943e-06
179,179,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.2796875,learned_risk_head_only,0.0,0.33327127164401416,1.0,opensemcom_risk_head,0.25,0.325,0.25000889693656064,208,0.3953125,253,537.1,0,0.2796875,mild,9.910215521813371e-06
192,192,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.3,learned_risk_head_only,0.0,0.3627432457963348,1.0,opensemcom_risk_head,0.25,0.3046875,0.25001029143113557,195,0.3953125,253,529.3,0,0.3,mild,1.1304710096737833e-05
205,205,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.3203125,learned_risk_head_only,0.0,0.3930968360498562,1.0,opensemcom_risk_head,0.25,0.284375,0.2500115730298785,182,0.3953125,253,521.5,0,0.3203125,mild,1.258630883967271e-05
218,218,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.340625,learned_risk_head_only,0.0,0.4243722016741288,1.0,opensemcom_risk_head,0.25,0.2640625,0.25001284784864763,169,0.3953125,253,513.7,0,0.340625,mild,1.386112760883407e-05
231,231,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.3609375,learned_risk_head_only,0.0,0.45661197865190745,1.0,opensemcom_risk_head,0.25,0.24375,0.2500149579876597,156,0.3953125,253,505.90000000000003,0,0.3609375,mild,1.5971266620908857e-05
243,243,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.3796875,learned_risk_head_only,0.0,0.4872668939242029,1.0,opensemcom_risk_head,0.25,0.225,0.250018831463567,144,0.3953125,253,498.7,0,0.3796875,mild,1.9844742528221104e-05
256,256,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.4,learned_risk_head_only,0.0,0.5214911387247911,1.0,opensemcom_risk_head,0.25,0.2046875,0.2500215201576793,131,0.3953125,253,490.90000000000003,0,0.4,mild,2.2533436640514997e-05
269,269,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.4203125,learned_risk_head_only,0.0,0.5568205340509211,1.0,opensemcom_risk_head,0.25,0.184375,0.2500253609929496,118,0.3953125,253,483.1,0,0.4203125,mild,2.6374271910754033e-05
282,282,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.440625,learned_risk_head_only,0.0,0.5933094887439512,1.0,opensemcom_risk_head,0.25,0.1640625,0.2500304939050693,105,0.3953125,253,475.3,0,0.440625,mild,3.150718403048819e-05
294,294,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.459375,learned_risk_head_only,0.0,0.6280709250160222,1.0,opensemcom_risk_head,0.25,0.1453125,0.2500368573286687,93,0.3953125,253,468.1,0,0.459375,mild,3.787060762988403e-05
307,307,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.4796875,learned_risk_head_only,0.0,0.6669563328264175,1.0,opensemcom_risk_head,0.25,0.125,0.2500435424194438,80,0.3953125,253,460.3,0,0.4796875,mild,4.4555698405019875e-05
320,320,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.5,learned_risk_head_only,0.0,0.7071823204419889,1.0,opensemcom_risk_head,0.25,0.1046875,0.2500553443278477,67,0.3953125,253,452.5,0,0.5,mild,5.6357606808887795e-05
333,333,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.5203125,learned_risk_head_only,0.0,0.7488194288284237,1.0,opensemcom_risk_head,0.25,0.084375,0.25007478728570276,54,0.3953125,253,444.7,0,0.5203125,mild,7.580056466395039e-05
346,346,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.540625,learned_risk_head_only,0.0,0.7919432364385443,1.0,opensemcom_risk_head,0.25,0.0640625,0.25012267084734047,41,0.3953125,253,436.90000000000003,0,0.540625,mild,0.0001236841263016686
358,358,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.559375,learned_risk_head_only,0.0,0.8331393995811032,1.0,opensemcom_risk_head,0.25,0.0453125,0.2502930128725711,29,0.3953125,253,429.7,0,0.559375,mild,0.00029402615153230745
371,371,1.0,0.0,0,0.6,0.99993896484375,dino+siglip2+openclip,0.5796875,learned_risk_head_only,0.0,0.8793552974638539,1.0,opensemcom_risk_head,0.25,0.025,0.25073114288272336,16,0.3953125,253,421.90000000000003,0,0.5796875,mild,0.0007321561616845403
384,383,0.9973958333333334,0.0026041666666666665,1,0.6,0.99993896484375,dino+siglip2+openclip,0.6,learned_risk_head_only,0.0,0.924897367785559,1.0,opensemcom_risk_head,0.25,0.0046875,0.27113104648888103,3,0.3953125,253,414.1,0,0.5984375,mild,0.021132059767842236
397,384,0.9672544080604534,0.0327455919395466,13,0.6,0.99993896484375,dino+siglip2+openclip,0.6203125,learned_risk_head_only,0.0,0.4886739628404174,1.0,opensemcom_risk_head,0.25,0.3796875,0.9999997019767761,243,0.0,0,785.8,0,0.6,mild,0.9899064278602601
409,384,0.9388753056234719,0.061124694376528114,25,0.6,0.99993896484375,dino+siglip2+openclip,0.6390625,learned_risk_head_only,0.0,0.49319291035191365,1.0,opensemcom_risk_head,0.25,0.3609375,0.9999997019767761,231,0.0,0,778.6,0,0.6,mild,0.9998976302146911
422,384,0.909952606635071,0.09004739336492891,38,0.6,0.99993896484375,dino+siglip2+openclip,0.659375,learned_risk_head_only,0.0,0.4981837052413078,1.0,opensemcom_risk_head,0.25,0.340625,0.9999997019767761,218,0.0,0,770.8,0,0.6,mild,0.99995649933815
435,384,0.8827586206896552,0.11724137931034483,51,0.6,0.99993896484375,dino+siglip2+openclip,0.6796875,learned_risk_head_only,0.0,0.5032765399737876,1.0,opensemcom_risk_head,0.25,0.3203125,0.9999997019767761,205,0.0,0,763.0,0,0.6,mild,0.999983263015747
448,384,0.8571428571428571,0.14285714285714285,64,0.6,0.99993896484375,dino+siglip2+openclip,0.7,learned_risk_head_only,0.0,0.5084745762711864,1.0,opensemcom_risk_head,0.25,0.3,0.9999997019767761,192,0.0,0,755.2,0,0.6,mild,0.999991488456726
462,384,0.8311688311688312,0.16883116883116883,78,0.6,0.99993896484375,dino+siglip2+openclip,0.721875,learned_risk_head_only,0.0,0.5141938939475094,1.0,opensemcom_risk_head,0.25,0.278125,0.9999997019767761,178,0.0,0,746.8,0,0.6,mild,0.9999947547912598
474,384,0.810126582278481,0.189873417721519,90,0.6,0.99993896484375,dino+siglip2+openclip,0.740625,learned_risk_head_only,0.0,0.5191995673336939,1.0,opensemcom_risk_head,0.25,0.259375,0.9999997019767761,166,0.0,0,739.6,0,0.6,mild,0.9999958789348602
487,384,0.7885010266940452,0.21149897330595482,103,0.6,0.99993896484375,dino+siglip2+openclip,0.7609375,learned_risk_head_only,0.0,0.5247335337523914,1.0,opensemcom_risk_head,0.25,0.2390625,0.9999997019767761,153,0.0,0,731.8,0,0.6,mild,0.9999965214729309
499,384,0.7695390781563126,0.23046092184368738,115,0.6,0.99993896484375,dino+siglip2+openclip,0.7796875,learned_risk_head_only,0.0,0.5299475572729782,1.0,opensemcom_risk_head,0.25,0.2203125,0.9999997019767761,141,0.0,0,724.6,0,0.6,mild,0.9999973428249359
512,384,0.75,0.25,128,0.6,0.99993896484375,dino+siglip2+openclip,0.8,learned_risk_head_only,0.0,0.5357142857142857,1.0,opensemcom_risk_head,0.25,0.2,0.9999997019767761,128,0.0,0,716.8,0,0.6,mild,0.9999978065490722
525,384,0.7314285714285714,0.26857142857142857,141,0.6,0.99993896484375,dino+siglip2+openclip,0.8203125,learned_risk_head_only,0.0,0.5416078984485191,1.0,opensemcom_risk_head,0.25,0.1796875,0.9999997019767761,115,0.0,0,709.0,0,0.6,mild,0.9999981510639191
541,384,0.7097966728280961,0.2902033271719039,157,0.6,0.99993896484375,dino+siglip2+openclip,0.8453125,learned_risk_head_only,0.0,0.5490420360308836,1.0,opensemcom_risk_head,0.25,0.1546875,0.9999997019767761,99,0.0,0,699.4,0,0.6,mild,0.9999984955787659
551,384,0.6969147005444646,0.3030852994555354,167,0.6,0.99993896484375,dino+siglip2+openclip,0.8609375,learned_risk_head_only,0.0,0.5537929045284108,1.0,opensemcom_risk_head,0.25,0.1390625,0.9999997019767761,89,0.0,0,693.4,0,0.6,mild,0.9999986886978149
564,384,0.6808510638297872,0.3191489361702128,180,0.6,0.99993896484375,dino+siglip2+openclip,0.88125,learned_risk_head_only,0.0,0.5600933488914819,1.0,opensemcom_risk_head,0.25,0.11875,0.9999997019767761,76,0.0,0,685.6,0,0.6,mild,0.999998927116394
577,384,0.6655112651646448,0.3344887348353553,193,0.6,0.99993896484375,dino+siglip2+openclip,0.9015625,learned_risk_head_only,0.0,0.5665388020064916,1.0,opensemcom_risk_head,0.25,0.0984375,0.9999997019767761,63,0.0,0,677.8,0,0.6,mild,0.9999991059303284
598,384,0.6421404682274248,0.35785953177257523,214,0.6,0.99993896484375,dino+siglip2+openclip,0.934375,learned_risk_head_only,0.0,0.5772699939867708,1.0,opensemcom_risk_head,0.25,0.065625,0.9999997019767761,42,0.0,0,665.2,0,0.6,mild,0.9999993371963501
611,384,0.6284779050736498,0.37152209492635024,227,0.6,0.99993896484375,dino+siglip2+openclip,0.9546875,learned_risk_head_only,0.0,0.5841192576817767,1.0,opensemcom_risk_head,0.25,0.0453125,0.9999997019767761,29,0.0,0,657.4,0,0.6,mild,0.9999994039535522
622,384,0.617363344051447,0.38263665594855306,238,0.6,0.99993896484375,dino+siglip2+openclip,0.971875,learned_risk_head_only,0.0,0.5900430239704979,1.0,opensemcom_risk_head,0.25,0.028125,0.9999997019767761,18,0.0,0,650.8,0,0.6,mild,0.999999463558197
628,384,0.6114649681528662,0.3885350318471338,244,0.6,0.99993896484375,dino+siglip2+openclip,0.98125,learned_risk_head_only,0.0,0.5933250927070457,1.0,opensemcom_risk_head,0.25,0.01875,0.9999997019767761,12,0.0,0,647.2,0,0.6,mild,0.9999995231628418
640,384,0.6,0.4,256,0.6,0.99993896484375,dino+siglip2+openclip,1.0,learned_risk_head_only,0.0,0.6,1.0,opensemcom_risk_head,0.25,0.0,0.9999997019767761,0,0.0,0,640.0,0,0.6,mild,0.9999997019767761
