source_path,label,task,domain,is_unknown,split,regime,dataset,label_name,artifact_index,artifact_key
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,61,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,63,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,64,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,65,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,66,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,70,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,74,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,75,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,77,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,78,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,79,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,80,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,81,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,82,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,83,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,86,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,89,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,90,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,91,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,93,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,94,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,96,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,97,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,98,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,99,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,101,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,105,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,107,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,108,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,112,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,115,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,116,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,119,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,120,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,121,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,123,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,126,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,128,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,129,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,130,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,134,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,136,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,137,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,138,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,140,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,141,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,142,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,144,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,145,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,148,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,149,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,150,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,153,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,156,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,157,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,158,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,159,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,160,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,162,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,165,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,167,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,168,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,169,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,171,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,173,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,174,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,175,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,176,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,177,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,179,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,180,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,182,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,183,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,184,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,185,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,189,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,194,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,195,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,196,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,197,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,198,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,199,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,201,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,203,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,206,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,207,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,212,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,213,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,215,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,217,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,218,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,220,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,223,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,226,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,227,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,229,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,233,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,236,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,238,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,239,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,241,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,247,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,250,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,251,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,253,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,254,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,255,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,257,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,258,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,260,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,261,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,262,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,263,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,264,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,266,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,268,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,271,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,272,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,275,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,276,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,277,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,279,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,281,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,282,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,283,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,284,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,285,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,287,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,288,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,293,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,296,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,297,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,299,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,300,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,301,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,302,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,2,classification,cifar10,false,calibration,closed-id,cifar10,bird,303,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,304,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,5,classification,cifar10,false,calibration,closed-id,cifar10,dog,305,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,308,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,4,classification,cifar10,false,calibration,closed-id,cifar10,deer,310,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,311,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,1,classification,cifar10,false,calibration,closed-id,cifar10,automobile,312,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,314,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,3,classification,cifar10,false,calibration,closed-id,cifar10,cat,315,data
/scratch/nickyun/New-Jepa/data/cifar/cifar-10-batches-py/data_batch_1,0,classification,cifar10,false,calibration,closed-id,cifar10,airplane,317,data
