accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,backbone,calibration_setting,coverage,detector_control,fpr95,goodput_per_resource_proxy,known_id_accuracy,method,open_fraction,refine_rate,refine_threshold,refined,reject_rate,rejected,requested_openout,resource_units_proxy,seed,semantic_goodput,severity,target_openout,threshold
266,255,0.9586466165413534,0.041353383458646614,11,0.2490234375,0.9998575846354166,DINOv3,openout<=0.05,0.259765625,one_vs_rest,0.0,0.1724371111712199,0.99609375,dino_one_vs_rest,0.75,0.740234375,0.9999999855399715,758,0.0,0,openout<=0.05,1478.8,0,0.2490234375,hard,openout<=0.05,0.8102726692097667
253,251,0.9920948616600791,0.007905138339920948,2,0.25,0.9998881022135416,DINOv3,openout<=0.01,0.2470703125,one_vs_rest,0.0,0.7401946328516661,1.0,dino_one_vs_rest,0.75,0.005859375,0.30185991838923343,6,0.7470703125,765,openout<=0.05,339.1,1,0.2451171875,hard,openout<=0.01,0.05191617390246041
257,252,0.980544747081712,0.019455252918287938,5,0.2470703125,0.9999593098958334,DINOv3,openout<=0.01,0.2509765625,one_vs_rest,0.0,0.7451212300413955,0.98828125,dino_one_vs_rest,0.75,0.0029296875,0.40445211328732755,3,0.74609375,764,openout<=0.05,338.20000000000005,2,0.24609375,hard,openout<=0.01,0.15449886218272468
257,255,0.9922178988326849,0.007782101167315175,2,0.25,0.9996287027994791,OpenCLIP-DFN5B,openout<=0.01,0.2509765625,best_ood:one_vs_rest,0.0,0.7539917208752217,1.0,openclip_best_ood,0.75,0.0029296875,0.33052042695215633,3,0.74609375,764,openout<=0.05,338.20000000000005,0,0.2490234375,hard,openout<=0.01,0.08054654700824822
269,256,0.9516728624535316,0.048327137546468404,13,0.25,0.9998779296875,OpenCLIP-DFN5B,openout<=0.05,0.2626953125,best_ood:one_vs_rest,0.0,0.17332430602572782,1.0,openclip_best_ood,0.75,0.7373046875,0.9999999999773452,755,0.0,0,openout<=0.05,1477.0,1,0.25,hard,openout<=0.05,0.9358989352930743
250,250,1.0,0.0,0,0.25,0.99993896484375,OpenCLIP-DFN5B,openout<=0.01,0.244140625,best_ood:one_vs_rest,0.0,0.7365939893930464,1.0,openclip_best_ood,0.75,0.0078125,0.3023332067561628,8,0.748046875,766,openout<=0.05,339.40000000000003,2,0.244140625,hard,openout<=0.01,0.052366592004273876
256,254,0.9921875,0.0078125,2,0.2490234375,0.9997406005859375,SigLIP2,openout<=0.01,0.25,best_ood:one_vs_rest,0.0,0.7366589327146171,0.99609375,siglip2_best_ood,0.75,0.0078125,0.28441998858889306,8,0.7421875,760,openout<=0.05,344.8,0,0.248046875,hard,openout<=0.01,0.034447501766544895
253,249,0.9841897233201581,0.015810276679841896,4,0.2470703125,0.9999033610026041,SigLIP2,openout<=0.01,0.2470703125,best_ood:one_vs_rest,0.0,0.7310628302994715,0.98828125,siglip2_best_ood,0.75,0.0068359375,0.276330149992282,7,0.74609375,764,openout<=0.05,340.6,1,0.2431640625,hard,openout<=0.01,0.026357921762159543
264,252,0.9545454545454546,0.045454545454545456,12,0.2470703125,0.9997304280598959,SigLIP2,openout<=0.05,0.2578125,best_ood:one_vs_rest,0.0,0.683853459972863,0.98828125,siglip2_best_ood,0.75,0.0185546875,0.9376554809978415,19,0.7236328125,741,openout<=0.05,368.5,2,0.24609375,hard,openout<=0.05,0.6876902460632138
262,252,0.9618320610687023,0.03816793893129771,10,0.25,0.9976654052734375,dino+siglip2+openclip,openout<=0.02,0.255859375,learned_risk_head_only,0.0,0.7165197611600796,1.0,opensemcom_risk_head,0.75,0.0087890625,0.2582012205105277,9,0.7353515625,753,openout<=0.05,351.7,0,0.24609375,hard,openout<=0.02,0.008203276870772427
259,252,0.972972972972973,0.02702702702702703,7,0.2490234375,0.9995320638020834,dino+siglip2+openclip,openout<=0.05,0.2529296875,learned_risk_head_only,0.0,0.7346938775510204,0.99609375,opensemcom_risk_head,0.75,0.0048828125,0.2732501512020829,5,0.7421875,760,openout<=0.05,343.0,1,0.24609375,hard,openout<=0.05,0.023253384754061943
258,253,0.9806201550387597,0.01937984496124031,5,0.25,0.9992116292317709,dino+siglip2+openclip,openout<=0.01,0.251953125,learned_risk_head_only,0.00390625,0.7331208345407128,1.0,opensemcom_risk_head,0.75,0.0068359375,0.27468001132831,7,0.7412109375,759,openout<=0.05,345.1,2,0.2470703125,hard,openout<=0.01,0.024682022985071137
257,252,0.980544747081712,0.019455252918287938,5,0.25,0.9985758463541666,dino+siglip2+openclip,openout<=0.01,0.2509765625,mixed_open_calibration,0.0,0.7258064516129032,1.0,opensemcom_calibrated,0.75,0.0087890625,0.3268585257268241,9,0.740234375,758,openout<=0.05,347.2,0,0.24609375,hard,openout<=0.01,0.07687494285718943
258,253,0.9806201550387597,0.01937984496124031,5,0.25,0.9996744791666666,dino+siglip2+openclip,openout<=0.05,0.251953125,mixed_open_calibration,0.0,0.7395498392282958,1.0,opensemcom_calibrated,0.75,0.0048828125,0.6164441690755929,5,0.7431640625,761,openout<=0.05,342.1,1,0.2470703125,hard,openout<=0.05,0.3664544179965301
255,254,0.996078431372549,0.00392156862745098,1,0.25,0.9998677571614584,dino+siglip2+openclip,openout<=0.01,0.2490234375,mixed_open_calibration,0.0,0.7517016868896124,1.0,opensemcom_calibrated,0.75,0.00390625,0.3242834665225139,4,0.7470703125,765,openout<=0.05,337.9,2,0.248046875,hard,openout<=0.01,0.0743048615498382
263,256,0.973384030418251,0.026615969581749048,7,0.25,0.9954427083333334,dino+siglip2+openclip,openout<=0.02,0.2568359375,semantic_harq_refine,0.0,0.7418139669660968,1.0,opensemcom_harq_refine,0.75,0.00390625,0.24999989670718767,4,0.7392578125,757,openout<=0.05,345.09999999999997,0,0.25,hard,openout<=0.02,0.0
261,253,0.9693486590038314,0.03065134099616858,8,0.25,0.9976959228515625,dino+siglip2+openclip,openout<=0.05,0.2548828125,semantic_harq_refine,0.0,0.7434616514839847,1.0,opensemcom_harq_refine,0.75,0.001953125,0.40216103239571865,2,0.7431640625,761,openout<=0.05,340.3,1,0.2470703125,hard,openout<=0.05,0.15216113887714333
258,254,0.9844961240310077,0.015503875968992248,4,0.25,0.997283935546875,dino+siglip2+openclip,openout<=0.01,0.251953125,semantic_harq_refine,0.0,0.7424729611224787,1.0,opensemcom_harq_refine,0.75,0.0048828125,0.24999987123695555,5,0.7431640625,761,openout<=0.05,342.1,2,0.248046875,hard,openout<=0.01,0.0
94,92,0.9787234042553191,0.02127659574468085,2,0.08984375,0.9989270386266095,dino+siglip2+openclip,openout<=0.02,0.091796875,learned_selective_risk+semantic_harq_refine,0.0,0.4842105263157895,1.0,opensemcom,0.91,0.001953125,0.13310512380544304,2,0.90625,928,openout<=0.05,190.0,0,0.08984375,extreme,openout<=0.02,0.0
93,92,0.989247311827957,0.010752688172043012,1,0.08984375,0.9994635193133047,dino+siglip2+openclip,openout<=0.02,0.0908203125,learned_selective_risk+semantic_harq_refine,0.0,0.4789172306090577,1.0,opensemcom,0.91,0.00390625,0.14333816809294814,4,0.9052734375,927,openout<=0.05,192.10000000000002,1,0.08984375,extreme,openout<=0.02,0.0
93,90,0.967741935483871,0.03225806451612903,3,0.0888671875,0.9999416868818809,DINOv3,openout<=0.01,0.0908203125,one_vs_rest,0.0,0.4759386567953463,0.9891304347826086,dino_one_vs_rest,0.91,0.001953125,0.14171085607460188,2,0.9072265625,929,openout<=0.05,189.10000000000002,0,0.087890625,extreme,openout<=0.01,0.05218701414884168
91,90,0.989010989010989,0.01098901098901099,1,0.0888671875,1.0,DINOv3,openout<=0.01,0.0888671875,one_vs_rest,0.0,0.4843918191603875,0.9891304347826086,dino_one_vs_rest,0.91,0.0009765625,0.13060954242523548,1,0.91015625,932,openout<=0.05,185.8,1,0.087890625,extreme,openout<=0.01,0.05191617390246041
94,91,0.9680851063829787,0.031914893617021274,3,0.0888671875,0.9999766747527524,DINOv3,openout<=0.01,0.091796875,one_vs_rest,0.0,0.48663101604278075,0.9891304347826086,dino_one_vs_rest,0.91,0.0,0.22788066952742844,0,0.908203125,930,openout<=0.05,187.0,2,0.0888671875,extreme,openout<=0.01,0.15449886218272468
92,90,0.9782608695652174,0.021739130434782608,2,0.08984375,0.9999066990110095,OpenCLIP-DFN5B,openout<=0.01,0.08984375,best_ood:one_vs_rest,0.0,0.4782146652497343,1.0,openclip_best_ood,0.91,0.001953125,0.15365295613229168,2,0.908203125,930,openout<=0.05,188.2,0,0.087890625,extreme,openout<=0.01,0.08054654700824822
91,91,1.0,0.0,0,0.08984375,0.9999766747527524,OpenCLIP-DFN5B,openout<=0.01,0.0888671875,best_ood:one_vs_rest,0.0,0.48977395048439176,1.0,openclip_best_ood,0.91,0.0009765625,0.06919662976039626,1,0.91015625,932,openout<=0.05,185.8,1,0.0888671875,extreme,openout<=0.01,0.019196629760396246
92,90,0.9782608695652174,0.021739130434782608,2,0.08984375,0.9998250606456428,OpenCLIP-DFN5B,openout<=0.01,0.08984375,best_ood:one_vs_rest,0.0,0.4782146652497343,1.0,openclip_best_ood,0.91,0.001953125,0.10236659200427388,2,0.908203125,930,openout<=0.05,188.2,2,0.087890625,extreme,openout<=0.01,0.052366592004273876
91,91,1.0,0.0,0,0.08984375,0.9995568203022952,SigLIP2,openout<=0.01,0.0888671875,best_ood:one_vs_rest,0.0,0.4781923279033105,1.0,siglip2_best_ood,0.91,0.00390625,0.14508614444972764,4,0.9072265625,929,openout<=0.05,190.3,0,0.0888671875,extreme,openout<=0.01,0.034447501766544895
91,91,1.0,0.0,0,0.08984375,1.0,SigLIP2,openout<=0.01,0.0888671875,best_ood:one_vs_rest,0.0,0.4937601736299511,1.0,siglip2_best_ood,0.91,0.0,0.07635792176215955,0,0.9111328125,933,openout<=0.05,184.3,1,0.0888671875,extreme,openout<=0.01,0.026357921762159543
90,90,1.0,0.0,0,0.08984375,0.9999766747527524,SigLIP2,openout<=0.01,0.087890625,best_ood:one_vs_rest,0.0,0.486749594375338,1.0,siglip2_best_ood,0.91,0.0009765625,0.10116149551636117,1,0.9111328125,933,openout<=0.05,184.9,2,0.087890625,extreme,openout<=0.01,0.048348645929991586
90,87,0.9666666666666667,0.03333333333333333,3,0.08984375,0.9997200970330286,dino+siglip2+openclip,openout<=0.01,0.087890625,learned_risk_head_only,0.0,0.4225352112676056,1.0,opensemcom_risk_head,0.91,0.0146484375,0.21375403534708312,15,0.8974609375,919,openout<=0.05,205.9,0,0.0849609375,extreme,openout<=0.01,0.00036659073171904313
92,89,0.967391304347826,0.03260869565217391,3,0.08984375,0.9998717111401381,dino+siglip2+openclip,openout<=0.02,0.08984375,learned_risk_head_only,0.0,0.4347826086956522,1.0,opensemcom_risk_head,0.91,0.0126953125,0.22957057351246477,13,0.8974609375,919,openout<=0.05,204.7,1,0.0869140625,extreme,openout<=0.02,0.001231139842420829
90,89,0.9888888888888889,0.011111111111111112,1,0.08984375,0.9999183616346333,dino+siglip2+openclip,openout<=0.01,0.087890625,mixed_open_calibration,0.0,0.46621267679413303,1.0,opensemcom_calibrated,0.91,0.0048828125,0.17401539960673826,5,0.9072265625,929,openout<=0.05,190.9,0,0.0869140625,extreme,openout<=0.01,0.07687494285718943
96,92,0.9583333333333334,0.041666666666666664,4,0.08984375,0.9999766747527524,dino+siglip2+openclip,openout<=0.05,0.09375,mixed_open_calibration,0.0,0.47966631908237745,1.0,opensemcom_calibrated,0.91,0.001953125,0.42900179985384623,2,0.904296875,926,openout<=0.05,191.8,1,0.08984375,extreme,openout<=0.05,0.3664544179965301
