index,beam_index,camera_exists,mmwave_exists,unit1_gps_exists,unit2_gps_exists,mmwave_num_values,mmwave_max_power,mmwave_mean_power,unit2_pdop,unit2_hdop,unit2_num_sat,unit2_fix_type
64,22,True,True,True,True,64,0.15936877,0.03894005703125,1.4,0.7,12,3D
65,22,True,True,True,True,64,0.16529889,0.0387836690625,1.4,0.7,12,3D
66,22,True,True,True,True,64,0.16787395,0.04000184875,1.4,0.7,17,3D
67,22,True,True,True,True,64,0.15558721,0.038775953125,1.3,0.7,12,3D
68,22,True,True,True,True,64,0.14750382,0.03827451765625,1.3,0.7,17,3D
69,23,True,True,True,True,64,0.17574218,0.04098758109375,1.3,0.7,17,3D
70,23,True,True,True,True,64,0.12489954,0.037559647031250004,1.3,0.7,17,3D
71,23,True,True,True,True,64,0.17407654,0.04181471453125,1.3,0.7,17,3D
72,25,True,True,True,True,64,0.16830797,0.041042245625,1.3,0.7,17,3D
73,26,True,True,True,True,64,0.05789738,0.02488114390625,1.3,0.7,22,3D
74,26,True,True,True,True,64,0.13261721,0.0361985265625,1.3,0.7,12,3D
75,26,True,True,True,True,64,0.14126827,0.036421066406249994,1.3,0.7,22,3D
76,27,True,True,True,True,64,0.13700518,0.03601719796875,1.3,0.7,17,3D
77,27,True,True,True,True,64,0.14934486,0.03619736828125,1.3,0.7,12,3D
78,27,True,True,True,True,64,0.14288752,0.03646157109375,1.3,0.7,7,3D
79,28,True,True,True,True,64,0.15777689,0.03688126781250001,1.3,0.7,17,3D
80,29,True,True,True,True,64,0.14598085,0.03844902890625,1.3,0.7,22,3D
81,29,True,True,True,True,64,0.15726952,0.03835742828125,1.3,0.7,17,3D
82,29,True,True,True,True,64,0.13968143,0.037467546406249996,1.3,0.7,17,3D
83,31,True,True,True,True,64,0.10857109,0.0293908590625,1.3,0.7,17,3D
84,31,True,True,True,True,64,0.08348231,0.025921947187500002,1.3,0.7,22,3D
85,33,True,True,True,True,64,0.21953079,0.0429083753125,1.3,0.7,12,3D
86,33,True,True,True,True,64,0.16397528,0.04155799234375,1.3,0.7,12,3D
87,36,True,True,True,True,64,0.22783117,0.05029647203125,1.3,0.7,12,3D
88,36,True,True,True,True,64,0.15670332,0.039063879375,1.3,0.7,12,3D
89,37,True,True,True,True,64,0.34819147,0.063719846875,1.3,0.7,17,3D
90,37,True,True,True,True,64,0.30774912,0.055507521250000004,1.5,0.8,17,3D
91,39,True,True,True,True,64,0.0717819,0.026185054375,1.5,0.8,17,3D
92,39,True,True,True,True,64,0.24966381,0.04644658953125,1.4,0.7,22,3D
93,40,True,True,True,True,64,0.13849361,0.03633753000000001,1.4,0.7,12,3D
94,41,True,True,True,True,64,0.22454588,0.04822951109375,1.4,0.7,12,3D
95,43,True,True,True,True,64,0.1481532,0.03822797375,1.4,0.7,17,3D
96,44,True,True,True,True,64,0.24594745,0.053201928515625004,1.4,0.7,12,3D
97,45,True,True,True,True,64,0.2812359,0.0559552709375,1.3,0.7,12,3D
98,45,True,True,True,True,64,0.27898729,0.054078746093750005,1.3,0.7,22,3D
99,48,True,True,True,True,64,0.23919278,0.047450699374999995,1.4,0.7,12,3D
100,47,True,True,True,True,64,0.26859367,0.05736167421875,1.4,0.7,22,3D
101,49,True,True,True,True,64,0.12247137,0.03921633328125,1.4,0.7,17,3D
102,51,True,True,True,True,64,0.13155776,0.03759591171875,1.4,0.7,17,3D
103,51,True,True,True,True,64,0.14298104,0.037523361562499996,1.4,0.7,17,3D
104,51,True,True,True,True,64,0.16908656,0.040472233593750004,1.4,0.7,17,3D
105,51,True,True,True,True,64,0.17817132,0.04309144828125,1.5,0.8,12,3D
106,54,True,True,True,True,64,0.16646272,0.037003872187499995,1.5,0.8,22,3D
107,54,True,True,True,True,64,0.18269181,0.04233128453125,1.3,0.7,17,3D
108,56,True,True,True,True,64,0.15338302,0.039646955312499996,1.5,0.8,12,3D
109,57,True,True,True,True,64,0.17522325,0.04166340625,1.5,0.8,17,3D
110,57,True,True,True,True,64,0.25529757,0.05196088390625,1.5,0.8,12,3D
111,58,True,True,True,True,64,0.23567677,0.05127025296875,1.3,0.7,17,3D
112,58,True,True,True,True,64,0.21693516,0.049863283749999994,1.5,0.8,12,3D
113,59,True,True,True,True,64,0.28429368,0.05416037109375,1.5,0.8,22,3D
114,59,True,True,True,True,64,0.25481936,0.054844674843749996,1.4,0.7,7,3D
115,59,True,True,True,True,64,0.2213437,0.047953653750000005,1.4,0.7,17,3D
116,62,True,True,True,True,64,0.20588818,0.04012152078125,1.4,0.7,22,3D
117,62,True,True,True,True,64,0.05392892,0.022838049062499997,1.3,0.7,22,3D
118,62,True,True,True,True,64,0.15987815,0.03242629625,1.3,0.7,12,3D
119,61,True,True,True,True,64,0.16782807,0.036158842656249995,1.3,0.7,17,3D
120,60,True,True,True,True,64,0.12424496499999999,0.034682310625000004,1.3,0.7,17,3D
121,59,True,True,True,True,64,0.08837561,0.0280308846875,1.3,0.7,17,3D
122,59,True,True,True,True,64,0.05979017,0.02644740015625,1.3,0.7,22,3D
123,59,True,True,True,True,64,0.08681531,0.0293117953125,1.3,0.7,12,3D
124,59,True,True,True,True,64,0.10746728,0.031749503124999995,1.3,0.7,17,3D
125,57,True,True,True,True,64,0.18463595,0.043913874375,1.3,0.7,17,3D
126,57,True,True,True,True,64,0.07677104,0.028655024374999997,1.3,0.7,17,3D
127,58,True,True,True,True,64,0.12512648,0.03633934734375,1.3,0.7,17,3D
128,55,True,True,True,True,64,0.15513295,0.04057047140625,1.3,0.7,17,3D
129,55,True,True,True,True,64,0.13757364,0.034901753906250006,1.4,0.8,12,3D
130,55,True,True,True,True,64,0.06202027,0.02490773265625,1.4,0.8,17,3D
131,55,True,True,True,True,64,0.11820495,0.03526286703125,1.4,0.8,22,3D
132,55,True,True,True,True,64,0.09877463,0.031123631562500004,1.4,0.8,12,3D
133,54,True,True,True,True,64,0.15641579,0.03783989421875,1.3,0.7,12,3D
134,54,True,True,True,True,64,0.11807409,0.035818254375,1.3,0.7,12,3D
135,51,True,True,True,True,64,0.10502549,0.0317745928125,1.3,0.7,12,3D
136,51,True,True,True,True,64,0.14887223,0.03846233,1.3,0.7,12,3D
137,51,True,True,True,True,64,0.15497412,0.038714222812500004,1.3,0.7,12,3D
138,51,True,True,True,True,64,0.12248801,0.0356861103125,1.3,0.7,17,3D
139,51,True,True,True,True,64,0.12240629,0.03561884703125,1.3,0.7,17,3D
140,51,True,True,True,True,64,0.11463642,0.03456520046875,1.3,0.7,17,3D
141,48,True,True,True,True,64,0.15633094,0.03918263125,1.3,0.7,17,3D
142,48,True,True,True,True,64,0.14643021,0.0377625065625,1.3,0.7,17,3D
143,48,True,True,True,True,64,0.13294877,0.035565726875,1.3,0.7,12,3D
144,46,True,True,True,True,64,0.11551524,0.03323812499999999,1.3,0.7,12,3D
145,45,True,True,True,True,64,0.10068027,0.03223041359375,1.3,0.7,12,3D
146,44,True,True,True,True,64,0.09134198,0.0306443921875,1.3,0.7,12,3D
147,44,True,True,True,True,64,0.10510895,0.032084076875,1.3,0.7,12,3D
148,43,True,True,True,True,64,0.10303695,0.0312067371875,1.3,0.7,17,3D
149,42,True,True,True,True,64,0.0788188,0.027485626406249998,1.3,0.7,17,3D
150,41,True,True,True,True,64,0.08741549,0.029004959375,1.3,0.7,17,3D
151,39,True,True,True,True,64,0.08851088,0.028283304843750003,1.3,0.7,22,3D
152,39,True,True,True,True,64,0.08620434,0.02653864828125,1.3,0.7,17,3D
153,39,True,True,True,True,64,0.09731839,0.02805542828125,1.4,0.7,12,3D
154,38,True,True,True,True,64,0.08552395,0.02751232671875,1.4,0.7,17,3D
155,37,True,True,True,True,64,0.08294687,0.0281004503125,1.5,0.8,17,3D
156,37,True,True,True,True,64,0.07443778,0.02675444328125,1.5,0.8,12,3D
157,36,True,True,True,True,64,0.06931825,0.026222554375,1.5,0.8,17,3D
158,34,True,True,True,True,64,0.08088233,0.027512412812499998,1.4,0.7,17,3D
159,34,True,True,True,True,64,0.10527893,0.027977824375,1.3,0.7,17,3D
160,33,True,True,True,True,64,0.02943613,0.019376514999999997,1.5,0.8,22,3D
161,31,True,True,True,True,64,0.04484358,0.0213996659375,1.5,0.8,17,3D
162,29,True,True,True,True,64,0.07197392,0.026632067578124998,1.4,0.7,7,3D
163,28,True,True,True,True,64,0.09940948,0.028526181406249997,1.2,0.7,17,3D
164,28,True,True,True,True,64,0.10795106,0.02907598015625,1.3,0.7,22,3D
165,28,True,True,True,True,64,0.07609448,0.026840221093749998,1.6,0.8,12,3D
166,26,True,True,True,True,64,0.0650648,0.02616822234375,1.4,0.7,17,3D
167,26,True,True,True,True,64,0.06627886,0.026769506250000002,1.3,0.7,17,3D
168,25,True,True,True,True,64,0.03801172,0.021286572656250002,1.4,0.7,12,3D
169,23,True,True,True,True,64,0.06146326,0.025753594375,1.5,0.8,12,3D
170,22,True,True,True,True,64,0.04972519,0.023400582187499998,1.5,0.8,17,3D
171,22,True,True,True,True,64,0.06183484,0.02426786015625,1.5,0.8,17,3D
172,21,True,True,True,True,64,0.05314194,0.02288429828125,1.4,0.7,17,3D
173,21,True,True,True,True,64,0.05890815,0.02395301046875,1.4,0.7,17,3D
174,20,True,True,True,True,64,0.06132409,0.024464678437499998,1.4,0.7,17,3D
175,18,True,True,True,True,64,0.05635017,0.02425093390625,1.4,0.7,17,3D
176,17,True,True,True,True,64,0.05233966,0.022733474062500002,1.4,0.7,17,3D
177,16,True,True,True,True,64,0.04638292,0.0213821403125,1.3,0.7,17,3D
178,16,True,True,True,True,64,0.0550263,0.02261400015625,1.4,0.7,12,3D
179,15,True,True,True,True,64,0.04042176,0.02124607140625,1.5,0.8,12,3D
180,13,True,True,True,True,64,0.04494693,0.021814993125,1.5,0.8,7,3D
181,13,True,True,True,True,64,0.03425698,0.019961427031250003,1.5,0.8,12,3D
182,13,True,True,True,True,64,0.04302514,0.0209316425,1.5,0.8,22,3D
183,10,True,True,True,True,64,0.04320662,0.02134411390625,1.5,0.8,12,3D
184,10,True,True,True,True,64,0.04391221,0.02124410984375,1.5,0.8,17,3D
185,10,True,True,True,True,64,0.03242161,0.019889409062500002,1.5,0.8,17,3D
186,10,True,True,True,True,64,0.04642489,0.021939261093750002,1.5,0.8,17,3D
187,10,True,True,True,True,64,0.04220467,0.021438243593749996,1.5,0.8,17,3D
188,7,True,True,True,True,64,0.03476377,0.020392236718749998,1.4,0.7,12,3D
189,6,True,True,True,True,64,0.03171816,0.019727844531249997,1.5,0.8,17,3D
190,6,True,True,True,True,64,0.03253802,0.0199330059375,1.5,0.8,17,3D
191,6,True,True,True,True,64,0.03517672,0.0201950934375,1.5,0.8,17,3D
192,5,True,True,True,True,64,0.03037904,0.01946066671875,1.5,0.8,17,3D
193,4,True,True,True,True,64,0.02788016,0.01905014921875,1.5,0.8,17,3D
194,3,True,True,True,True,64,0.02875993,0.019153775625,1.5,0.8,17,3D
195,3,True,True,True,True,64,0.03189074,0.0194128871875,1.5,0.8,12,3D
196,3,True,True,True,True,64,0.02608019,0.01880675171875,1.5,0.8,17,3D
197,2,True,True,True,True,64,0.0271566,0.018920334375,1.9,0.9,17,3D
198,17,True,True,True,True,64,0.01902618,0.0181152384375,1.9,0.9,17,3D
199,5,True,True,True,True,64,0.01884593,0.01787951390625,1.9,0.9,17,3D
200,2,True,True,True,True,64,0.02627963,0.01877211015625,1.9,0.9,17,3D
201,2,True,True,True,True,64,0.07053707,0.024883587968750003,1.5,0.8,12,3D
202,2,True,True,True,True,64,0.08520298,0.025280697812500003,1.5,0.8,17,3D
203,2,True,True,True,True,64,0.09805395,0.02652023875,1.5,0.8,12,3D
204,2,True,True,True,True,64,0.03046907,0.01985319671875,1.3,0.7,12,3D
205,2,True,True,True,True,64,0.03142398,0.0195012140625,1.4,0.8,17,3D
206,3,True,True,True,True,64,0.09752911,0.02812724078125,1.4,0.8,17,3D
207,3,True,True,True,True,64,0.07464663,0.025255389687499998,1.4,0.8,12,3D
208,2,True,True,True,True,64,0.07870992,0.0252854559375,1.4,0.8,22,3D
209,3,True,True,True,True,64,0.07439326,0.025507111406249998,1.4,0.8,17,3D
210,3,True,True,True,True,64,0.0698795,0.02540246625,1.3,0.7,17,3D
211,3,True,True,True,True,64,0.07789048,0.025972394531249998,1.3,0.7,7,3D
212,4,True,True,True,True,64,0.07726697,0.02619970875,1.3,0.7,12,3D
213,5,True,True,True,True,64,0.08072942,0.0272644909375,1.3,0.7,12,3D
214,6,True,True,True,True,64,0.09010237,0.028449489375,1.3,0.7,17,3D
215,6,True,True,True,True,64,0.1003491,0.02986499796875,1.3,0.7,17,3D
216,6,True,True,True,True,64,0.11430107,0.031555464218749996,1.3,0.7,17,3D
217,6,True,True,True,True,64,0.14147305,0.03555154765625,1.3,0.7,17,3D
218,7,True,True,True,True,64,0.1183413,0.0342209028125,1.3,0.7,17,3D
219,10,True,True,True,True,64,0.12425113,0.03479952,1.3,0.7,17,3D
220,10,True,True,True,True,64,0.15943988,0.0372557503125,1.3,0.7,17,3D
221,10,True,True,True,True,64,0.1285021,0.034169683203125,1.3,0.7,22,3D
222,10,True,True,True,True,64,0.12398908,0.03355973359375,1.3,0.7,17,3D
223,13,True,True,True,True,64,0.11891463,0.033233117500000006,1.3,0.7,17,3D
224,13,True,True,True,True,64,0.13519245,0.035030361875,1.3,0.7,17,3D
225,13,True,True,True,True,64,0.12503368,0.03448261203125,1.3,0.7,17,3D
226,13,True,True,True,True,64,0.12862384,0.034025719999999995,1.3,0.7,12,3D
227,13,True,True,True,True,64,0.1075224,0.03113094109375,1.3,0.7,12,3D
228,14,True,True,True,True,64,0.1263575,0.033236870937499996,1.3,0.7,12,3D
229,14,True,True,True,True,64,0.12928849,0.035506657968749994,1.3,0.7,17,3D
230,15,True,True,True,True,64,0.12171397,0.03473617390625,1.3,0.7,17,3D
231,16,True,True,True,True,64,0.11834984,0.0335229028125,1.3,0.7,17,3D
232,16,True,True,True,True,64,0.12026957,0.0329838628125,1.3,0.7,22,3D
233,17,True,True,True,True,64,0.13819647,0.03440916796875,1.3,0.7,17,3D
234,17,True,True,True,True,64,0.14432126,0.03521715515625,1.3,0.7,12,3D
235,17,True,True,True,True,64,0.15647927,0.036938456875,1.3,0.7,17,3D
236,17,True,True,True,True,64,0.14482792,0.0366072659375,1.3,0.7,12,3D
237,17,True,True,True,True,64,0.14428866,0.0363031190625,1.3,0.7,17,3D
238,17,True,True,True,True,64,0.13389196,0.03626518828125,1.3,0.7,17,3D
239,19,True,True,True,True,64,0.13126925,0.036865853750000004,1.3,0.7,22,3D
240,19,True,True,True,True,64,0.1266418,0.036211104375,1.3,0.7,17,3D
241,19,True,True,True,True,64,0.11626176,0.03327040796875,1.3,0.7,17,3D
242,19,True,True,True,True,64,0.11790168,0.033936508906249996,1.3,0.7,12,3D
243,20,True,True,True,True,64,0.13935201,0.03618491359374999,1.3,0.7,17,3D
244,20,True,True,True,True,64,0.13365613,0.03486931671875,1.3,0.7,12,3D
245,20,True,True,True,True,64,0.12615003,0.03471507265625,1.3,0.7,22,3D
246,20,True,True,True,True,64,0.12772252,0.03442250640625,1.3,0.7,17,3D
247,21,True,True,True,True,64,0.13821504,0.035484629062499995,1.3,0.7,17,3D
248,20,True,True,True,True,64,0.12694554,0.033913761093749994,1.3,0.7,22,3D
249,21,True,True,True,True,64,0.1422886,0.03564715156249999,1.3,0.7,12,3D
250,21,True,True,True,True,64,0.16254416,0.03841365,1.3,0.7,22,3D
251,21,True,True,True,True,64,0.16245344,0.039198875,1.3,0.7,22,3D
252,21,True,True,True,True,64,0.16109583,0.038662284218749995,1.3,0.7,12,3D
253,22,True,True,True,True,64,0.16498041,0.0397886321875,1.3,0.7,22,3D
254,22,True,True,True,True,64,0.19072211,0.04194110703125,1.3,0.7,12,3D
255,22,True,True,True,True,64,0.18167265,0.041667979843749994,1.3,0.7,17,3D
256,22,True,True,True,True,64,0.15164889,0.04082106296875,1.3,0.7,17,3D
257,22,True,True,True,True,64,0.13196239,0.03977984609375,1.3,0.7,17,3D
258,25,True,True,True,True,64,0.2374789,0.051858535937500005,1.3,0.7,12,3D
259,25,True,True,True,True,64,0.07806919,0.02807481203125,1.3,0.7,12,3D
260,26,True,True,True,True,64,0.1587221,0.0419415334375,1.3,0.7,22,3D
261,26,True,True,True,True,64,0.16436858,0.039579348125,1.3,0.7,17,3D
262,26,True,True,True,True,64,0.14203247,0.037129916562500004,1.3,0.7,17,3D
263,28,True,True,True,True,64,0.15829703,0.036562443124999996,1.3,0.7,17,3D
264,28,True,True,True,True,64,0.17160599,0.038681680781250005,1.3,0.7,7,3D
265,28,True,True,True,True,64,0.19927141,0.0371953734375,1.3,0.7,17,3D
266,29,True,True,True,True,64,0.15667856,0.0365388415625,1.3,0.7,22,3D
267,31,True,True,True,True,64,0.03556057,0.02044981546875,1.3,0.7,17,3D
268,33,True,True,True,True,64,0.0393423,0.02082699421875,1.3,0.7,17,3D
269,33,True,True,True,True,64,0.13678609,0.036455544687499994,1.3,0.7,17,3D
270,34,True,True,True,True,64,0.14137812,0.035390694375000004,1.3,0.7,17,3D
271,36,True,True,True,True,64,0.08540457,0.028185862656249998,1.3,0.7,22,3D
272,37,True,True,True,True,64,0.08063214,0.02693176671875,1.3,0.7,12,3D
273,38,True,True,True,True,64,0.07832368,0.027207762343749997,1.3,0.7,12,3D
274,39,True,True,True,True,64,0.11694162,0.031574631875,1.3,0.7,17,3D
275,39,True,True,True,True,64,0.17495087,0.038567611093749996,1.3,0.7,12,3D
276,39,True,True,True,True,64,0.14388308,0.0345251140625,1.3,0.7,22,3D
277,39,True,True,True,True,64,0.15877822,0.0400362746875,1.3,0.7,17,3D
278,41,True,True,True,True,64,0.12472276,0.03504582640625,1.3,0.7,17,3D
279,42,True,True,True,True,64,0.21624205,0.046646755624999994,1.4,0.7,17,3D
280,43,True,True,True,True,64,0.16940305,0.04028176796875,1.3,0.7,17,3D
281,43,True,True,True,True,64,0.1732465,0.042171562656249995,1.3,0.7,12,3D
282,44,True,True,True,True,64,0.1565862,0.04097075734375,1.3,0.7,17,3D
283,45,True,True,True,True,64,0.17352888,0.04465054734375,1.3,0.7,17,3D
284,47,True,True,True,True,64,0.18419679,0.04543946046875,1.3,0.7,17,3D
285,48,True,True,True,True,64,0.19007848,0.04574811640625,1.3,0.7,17,3D
286,48,True,True,True,True,64,0.21661673,0.04811731609375,1.3,0.7,17,3D
287,48,True,True,True,True,64,0.21467732,0.04894110765625,1.3,0.7,17,3D
288,51,True,True,True,True,64,0.22320333,0.04776294812500001,1.3,0.7,12,3D
289,51,True,True,True,True,64,0.21380745,0.047016936875,1.3,0.7,12,3D
290,55,True,True,True,True,64,0.1981959,0.045274819375,1.3,0.7,22,3D
291,55,True,True,True,True,64,0.21591631,0.04948387,1.3,0.7,17,3D
292,55,True,True,True,True,64,0.2117071,0.0485303775,1.3,0.7,17,3D
293,55,True,True,True,True,64,0.19375525,0.04848681453125,1.3,0.7,17,3D
294,57,True,True,True,True,64,0.18874173,0.04598844296875,1.3,0.7,12,3D
295,58,True,True,True,True,64,0.19145726,0.04522109359375,1.3,0.7,7,3D
296,59,True,True,True,True,64,0.1935472,0.0429917759375,1.3,0.7,17,3D
297,59,True,True,True,True,64,0.2326708,0.0483688878125,1.3,0.7,12,3D
298,61,True,True,True,True,64,0.19681405,0.04369803125,1.3,0.7,17,3D
299,62,True,True,True,True,64,0.09259456,0.02721748859375,1.5,0.8,17,3D
300,61,True,True,True,True,64,0.09366687,0.02784671625,1.5,0.8,17,3D
301,61,True,True,True,True,64,0.07788735,0.026907094375,1.5,0.8,17,3D
302,60,True,True,True,True,64,0.08603194,0.027225716406250003,1.5,0.8,17,3D
303,59,True,True,True,True,64,0.08384433,0.0283963978125,1.5,0.8,12,3D
304,59,True,True,True,True,64,0.11074444,0.03078975421875,1.5,0.8,12,3D
305,59,True,True,True,True,64,0.06008597,0.025398182656249997,1.5,0.8,17,3D
306,59,True,True,True,True,64,0.10716428,0.03099103390625,1.5,0.8,12,3D
307,58,True,True,True,True,64,0.08505604,0.02777832171875,1.5,0.8,17,3D
308,59,True,True,True,True,64,0.10086246,0.03115306640625,1.6,0.8,17,3D
309,59,True,True,True,True,64,0.13792609,0.035177035937500004,1.5,0.8,17,3D
310,59,True,True,True,True,64,0.07016881,0.026000870781249998,1.5,0.8,17,3D
311,58,True,True,True,True,64,0.1111242,0.032825087031250005,1.5,0.8,17,3D
312,57,True,True,True,True,64,0.11168895,0.03278758078125,1.5,0.8,17,3D
313,59,True,True,True,True,64,0.06586018,0.025936443437499998,1.5,0.8,12,3D
314,57,True,True,True,True,64,0.10861571,0.031636454375,1.5,0.8,17,3D
315,55,True,True,True,True,64,0.09109326,0.0302832196875,1.5,0.8,12,3D
316,55,True,True,True,True,64,0.08714245,0.02981464703125,1.5,0.8,17,3D
317,55,True,True,True,True,64,0.09496907,0.029997903125,1.5,0.8,17,3D
318,57,True,True,True,True,64,0.069693,0.0260390378125,1.5,0.8,17,3D
319,55,True,True,True,True,64,0.09063653,0.028984626015625,1.5,0.8,22,3D
320,55,True,True,True,True,64,0.08907124,0.02840717609375,1.5,0.8,12,3D
321,54,True,True,True,True,64,0.10006584,0.0309174075,1.5,0.8,17,3D
322,54,True,True,True,True,64,0.12620719,0.03426245921875,1.5,0.8,17,3D
323,54,True,True,True,True,64,0.09930151,0.030558028437500002,1.5,0.8,22,3D
324,55,True,True,True,True,64,0.08789163,0.0285386965625,1.6,0.8,17,3D
325,54,True,True,True,True,64,0.09324134,0.02921577828125,1.5,0.8,17,3D
326,53,True,True,True,True,64,0.09145067,0.02873660125,1.5,0.8,17,3D
327,51,True,True,True,True,64,0.0872042,0.028353949843749997,1.5,0.8,17,3D
328,51,True,True,True,True,64,0.09084747,0.029260280156250002,1.5,0.8,17,3D
329,51,True,True,True,True,64,0.09371251,0.02983027671875,1.5,0.8,12,3D
330,51,True,True,True,True,64,0.10940046,0.031613494218749996,1.5,0.8,12,3D
331,51,True,True,True,True,64,0.10522517,0.03055198140625,1.5,0.8,12,3D
332,51,True,True,True,True,64,0.0906035,0.027833051406249996,1.5,0.8,22,3D
333,51,True,True,True,True,64,0.07685407,0.0267660478125,1.5,0.8,12,3D
334,51,True,True,True,True,64,0.09486975,0.029942987734375003,1.5,0.8,22,3D
335,51,True,True,True,True,64,0.0968725,0.02950200640625,1.5,0.8,17,3D
