accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,backbone,coverage,detector_control,fpr95,goodput_per_resource_proxy,known_id_accuracy,method,open_fraction,refine_rate,refine_threshold,refined,reject_rate,rejected,resource_units_proxy,seed,semantic_goodput,severity,target_openout,threshold
376,374,0.9946808510638298,0.005319148936170213,2,0.42745535714285715,0.9994964599609375,dino+siglip2+openclip,0.41964285714285715,learned_risk_head_only,0.0026041666666666665,0.827433628318584,0.9973958333333334,opensemcom_risk_head,0.5,0.017857142857142856,0.2523590648313984,16,0.5625,504,452.0,1,0.4174107142857143,medium,openout<=0.01,0.002361016883514821
376,374,0.9946808510638298,0.005319148936170213,2,0.42745535714285715,0.9985707600911459,dino+siglip2+openclip,0.41964285714285715,learned_risk_head_only,0.005208333333333333,0.827433628318584,0.9973958333333334,opensemcom_risk_head,0.5,0.017857142857142856,0.25107965393108317,16,0.5625,504,452.0,2,0.4174107142857143,medium,openout<=0.01,0.0010807417158503027
385,382,0.9922077922077922,0.007792207792207792,3,0.42857142857142855,0.999847412109375,dino+siglip2+openclip,0.4296875,mixed_open_calibration,0.0,0.8640579054512555,1.0,opensemcom_calibrated,0.5,0.004464285714285714,0.3492877070759022,4,0.5658482142857143,507,442.09999999999997,0,0.4263392857142857,medium,openout<=0.01,0.09929176101876713
376,375,0.9973404255319149,0.0026595744680851063,1,0.42857142857142855,0.9997151692708334,dino+siglip2+openclip,0.41964285714285715,mixed_open_calibration,0.0,0.8610792192881745,1.0,opensemcom_calibrated,0.5,0.005580357142857143,0.2993780335711382,5,0.5747767857142857,515,435.5,1,0.4185267857142857,medium,openout<=0.01,0.04938210017289247
376,376,1.0,0.0,0,0.42857142857142855,0.9989369710286459,dino+siglip2+openclip,0.41964285714285715,mixed_open_calibration,0.0026041666666666665,0.8545454545454545,1.0,opensemcom_calibrated,0.5,0.008928571428571428,0.2645152764106877,8,0.5714285714285714,512,440.0,2,0.41964285714285715,medium,openout<=0.01,0.014521074236179415
380,378,0.9947368421052631,0.005263157894736842,2,0.42857142857142855,0.9977366129557291,dino+siglip2+openclip,0.42410714285714285,semantic_harq_refine,0.0,0.863802559414991,1.0,opensemcom_harq_refine,0.5,0.004464285714285714,0.24999983101003864,4,0.5714285714285714,512,437.59999999999997,1,0.421875,medium,openout<=0.01,0.0
384,381,0.9921875,0.0078125,3,0.42857142857142855,0.9960352579752604,dino+siglip2+openclip,0.42857142857142855,semantic_harq_refine,0.0026041666666666665,0.8664998862861041,1.0,opensemcom_harq_refine,0.5,0.0033482142857142855,0.24999965122697348,3,0.5680803571428571,509,439.70000000000005,2,0.4252232142857143,medium,openout<=0.01,0.0
385,382,0.9922077922077922,0.007792207792207792,3,0.4263392857142857,0.9997711181640625,DINOv3,0.4296875,one_vs_rest,0.0,0.8699612844454566,0.9947916666666666,dino_one_vs_rest,0.5,0.002232142857142857,0.40830831211028595,2,0.5680803571428571,509,439.1,0,0.4263392857142857,medium,openout<=0.01,0.15832580110882005
385,383,0.9948051948051948,0.005194805194805195,2,0.42745535714285715,1.0,DINOv3,0.4296875,one_vs_rest,0.0,0.8722386700068321,0.9973958333333334,dino_one_vs_rest,0.5,0.002232142857142857,0.6435987695736988,2,0.5680803571428571,509,439.1,1,0.42745535714285715,medium,openout<=0.01,0.393617387582377
367,365,0.9945504087193461,0.005449591280653951,2,0.4252232142857143,0.9997660319010416,DINOv3,0.4095982142857143,one_vs_rest,0.0,0.8112913980884642,0.9921875,dino_one_vs_rest,0.5,0.022321428571428572,0.25902314463294984,20,0.5680803571428571,509,449.9,2,0.40736607142857145,medium,openout<=0.01,0.009037479116953885
385,383,0.9948051948051948,0.005194805194805195,2,0.42857142857142855,0.9998779296875,OpenCLIP-DFN5B,0.4296875,best_ood:one_vs_rest,0.0,0.8752285191956124,1.0,openclip_best_ood,0.5,0.0011160714285714285,0.43259130609474644,1,0.5691964285714286,510,437.6,0,0.42745535714285715,medium,openout<=0.01,0.18259966681253864
385,382,0.9922077922077922,0.007792207792207792,3,0.42857142857142855,0.9998931884765625,OpenCLIP-DFN5B,0.4296875,best_ood:one_vs_rest,0.0,0.8699612844454566,1.0,openclip_best_ood,0.5,0.002232142857142857,0.5947636452683416,2,0.5680803571428571,509,439.1,1,0.4263392857142857,medium,openout<=0.01,0.3447702630952472
385,382,0.9922077922077922,0.007792207792207792,3,0.42745535714285715,0.9992879231770834,OpenCLIP-DFN5B,0.4296875,best_ood:one_vs_rest,0.0026041666666666665,0.3176451022783968,0.9973958333333334,openclip_best_ood,0.5,0.5703125,0.9999999999420772,511,0.0,0,1202.6,2,0.4263392857142857,medium,openout<=0.01,0.7702821734961719
376,375,0.9973404255319149,0.0026595744680851063,1,0.42745535714285715,0.9997406005859375,SigLIP2,0.41964285714285715,best_ood:one_vs_rest,0.0,0.843644544431946,0.9973958333333334,siglip2_best_ood,0.5,0.012276785714285714,0.269541680164283,11,0.5680803571428571,509,444.5,0,0.4185267857142857,medium,openout<=0.01,0.019548892015593844
359,356,0.9916434540389972,0.008356545961002786,3,0.4252232142857143,0.9998575846354166,SigLIP2,0.40066964285714285,best_ood:one_vs_rest,0.0,0.790759662372279,0.9921875,siglip2_best_ood,0.5,0.027901785714285716,0.25721851796549416,25,0.5714285714285714,512,450.2,1,0.39732142857142855,medium,openout<=0.01,0.007225433833670196
323,321,0.9938080495356038,0.006191950464396285,2,0.421875,0.9995473225911459,SigLIP2,0.36049107142857145,best_ood:one_vs_rest,0.0,0.6760741364785172,0.984375,siglip2_best_ood,0.5,0.0703125,0.25300294420547653,63,0.5691964285714286,510,474.8,2,0.35825892857142855,medium,openout<=0.01,0.0030111376953937193
256,254,0.9921875,0.0078125,2,0.25,0.9985809326171875,dino+siglip2+openclip,0.25,learned_selective_risk+semantic_harq_refine,0.0,0.743124634289058,1.0,opensemcom,0.75,0.005859375,0.24999987123695555,6,0.744140625,762,341.8,2,0.248046875,hard,openout<=0.01,0.0
226,224,0.9911504424778761,0.008849557522123894,2,0.25,0.9976654052734375,dino+siglip2+openclip,0.220703125,learned_risk_head_only,0.0,0.6000535762121618,1.0,opensemcom_risk_head,0.75,0.0439453125,0.2500859724299517,45,0.7353515625,753,373.3,0,0.21875,hard,openout<=0.01,8.802879019640387e-05
246,246,1.0,0.0,0,0.2490234375,0.9995320638020834,dino+siglip2+openclip,0.240234375,learned_risk_head_only,0.0,0.7012542759407069,0.99609375,opensemcom_risk_head,0.75,0.017578125,0.25051426256541165,18,0.7421875,760,350.8,1,0.240234375,hard,openout<=0.01,0.0005174961173906908
246,244,0.991869918699187,0.008130081300813009,2,0.25,0.9992116292317709,dino+siglip2+openclip,0.240234375,learned_risk_head_only,0.00390625,0.6925915413000284,1.0,opensemcom_risk_head,0.75,0.0185546875,0.25076102403923867,19,0.7412109375,759,352.29999999999995,2,0.23828125,hard,openout<=0.01,0.0007630356959998606
246,244,0.991869918699187,0.008130081300813009,2,0.25,0.9985758463541666,dino+siglip2+openclip,0.240234375,mixed_open_calibration,0.0,0.6955530216647662,1.0,opensemcom_calibrated,0.75,0.017578125,0.25580001330480295,18,0.7421875,760,350.8,0,0.23828125,hard,openout<=0.01,0.005816430435168269
246,246,1.0,0.0,0,0.25,0.9996744791666666,dino+siglip2+openclip,0.240234375,mixed_open_calibration,0.0,0.7293210791580197,1.0,opensemcom_calibrated,0.75,0.0087890625,0.2544807768454448,9,0.7509765625,769,337.29999999999995,1,0.240234375,hard,openout<=0.01,0.0044910257663820395
256,254,0.9921875,0.0078125,2,0.25,0.9998677571614584,dino+siglip2+openclip,0.25,mixed_open_calibration,0.0,0.7464002350866882,1.0,opensemcom_calibrated,0.75,0.0048828125,0.40198478884091676,5,0.7451171875,763,340.3,2,0.248046875,hard,openout<=0.01,0.15200618386824108
256,255,0.99609375,0.00390625,1,0.2490234375,0.9998575846354166,DINOv3,0.25,one_vs_rest,0.0,0.7593805836807623,0.99609375,dino_one_vs_rest,0.75,0.001953125,0.46416186338762355,2,0.748046875,766,335.8,0,0.2490234375,hard,openout<=0.01,0.2142304988162021
256,254,0.9921875,0.0078125,2,0.25,0.9998881022135416,DINOv3,0.25,one_vs_rest,0.0,0.7497048406139316,1.0,dino_one_vs_rest,0.75,0.00390625,0.387363351203775,4,0.74609375,764,338.79999999999995,1,0.248046875,hard,openout<=0.01,0.13741960671700199
246,244,0.991869918699187,0.008130081300813009,2,0.2470703125,0.9999593098958334,DINOv3,0.240234375,one_vs_rest,0.0,0.7107486163705213,0.98828125,dino_one_vs_rest,0.75,0.0126953125,0.2626525668244136,13,0.7470703125,765,343.3,2,0.23828125,hard,openout<=0.01,0.012699315719810774
256,254,0.9921875,0.0078125,2,0.25,0.9996287027994791,OpenCLIP-DFN5B,0.25,best_ood:one_vs_rest,0.0,0.7497048406139316,1.0,openclip_best_ood,0.75,0.00390625,0.30628504585063016,4,0.74609375,764,338.79999999999995,0,0.248046875,hard,openout<=0.01,0.05631116590672207
256,254,0.9921875,0.0078125,2,0.25,0.9998779296875,OpenCLIP-DFN5B,0.25,best_ood:one_vs_rest,0.0,0.7464002350866882,1.0,openclip_best_ood,0.75,0.0048828125,0.5761280885774368,5,0.7451171875,763,340.3,1,0.248046875,hard,openout<=0.01,0.32614742287221854
256,254,0.9921875,0.0078125,2,0.25,0.99993896484375,OpenCLIP-DFN5B,0.25,best_ood:one_vs_rest,0.0,0.7530388378298251,1.0,openclip_best_ood,0.75,0.0029296875,0.501334318195605,3,0.7470703125,765,337.3,2,0.248046875,hard,openout<=0.01,0.2513677034437161
256,254,0.9921875,0.0078125,2,0.2490234375,0.9997406005859375,SigLIP2,0.25,best_ood:one_vs_rest,0.0,0.7366589327146171,0.99609375,siglip2_best_ood,0.75,0.0078125,0.2818410777627006,8,0.7421875,760,344.8,0,0.248046875,hard,openout<=0.01,0.031868590940352444
103,102,0.9902912621359223,0.009708737864077669,1,0.2470703125,0.9999033610026041,SigLIP2,0.1005859375,best_ood:one_vs_rest,0.0,0.2368787738039944,0.98828125,siglip2_best_ood,0.75,0.1533203125,0.2500822185995481,157,0.74609375,764,430.6,1,0.099609375,hard,openout<=0.01,0.0001099903694256592
215,213,0.9906976744186047,0.009302325581395349,2,0.2470703125,0.9997304280598959,SigLIP2,0.2099609375,best_ood:one_vs_rest,0.0,0.5910099889012208,0.98828125,siglip2_best_ood,0.75,0.0419921875,0.2535949751564698,43,0.748046875,766,360.40000000000003,2,0.2080078125,hard,openout<=0.01,0.003629740221842105
82,82,1.0,0.0,0,0.08984375,0.9997200970330286,dino+siglip2+openclip,0.080078125,learned_risk_head_only,0.0,0.38917892738490745,1.0,opensemcom_risk_head,0.91,0.0224609375,0.21344919909024612,23,0.8974609375,919,210.70000000000002,0,0.080078125,extreme,openout<=0.01,6.175447488203645e-05
82,82,1.0,0.0,0,0.08984375,0.9998717111401381,dino+siglip2+openclip,0.080078125,learned_risk_head_only,0.0,0.38917892738490745,1.0,opensemcom_risk_head,0.91,0.0224609375,0.22846070367028004,23,0.8974609375,919,210.70000000000002,1,0.080078125,extreme,openout<=0.01,0.00012127000023610894
62,62,1.0,0.0,0,0.08984375,0.9988220750139951,dino+siglip2+openclip,0.060546875,learned_risk_head_only,0.010869565217391304,0.28810408921933084,1.0,opensemcom_risk_head,0.91,0.037109375,0.16971049819148903,38,0.90234375,924,215.20000000000002,2,0.060546875,extreme,openout<=0.01,3.324065364722627e-05
82,82,1.0,0.0,0,0.08984375,0.9999183616346333,dino+siglip2+openclip,0.080078125,mixed_open_calibration,0.0,0.42224510813594235,1.0,opensemcom_calibrated,0.91,0.01171875,0.09826710046471752,12,0.908203125,930,194.2,0,0.080078125,extreme,openout<=0.01,0.0011266437151686928
82,82,1.0,0.0,0,0.08984375,0.9999766747527524,dino+siglip2+openclip,0.080078125,mixed_open_calibration,0.0,0.425531914893617,1.0,opensemcom_calibrated,0.91,0.0107421875,0.06374867292187765,11,0.9091796875,931,192.7,1,0.080078125,extreme,openout<=0.01,0.0012012910645615266
82,82,1.0,0.0,0,0.08984375,0.9997784101511477,dino+siglip2+openclip,0.080078125,mixed_open_calibration,0.0,0.42224510813594235,1.0,opensemcom_calibrated,0.91,0.01171875,0.07574482369788721,12,0.908203125,930,194.2,2,0.080078125,extreme,openout<=0.01,0.0034572605126607044
41,41,1.0,0.0,0,0.0888671875,0.9999416868818809,DINOv3,0.0400390625,one_vs_rest,0.0,0.18738574040219377,0.9891304347826086,dino_one_vs_rest,0.91,0.0517578125,0.08985778960978223,53,0.908203125,930,218.8,0,0.0400390625,extreme,openout<=0.01,0.00033394768402202497
62,62,1.0,0.0,0,0.0888671875,1.0,DINOv3,0.060546875,one_vs_rest,0.0,0.3073872087258304,0.9891304347826086,dino_one_vs_rest,0.91,0.0283203125,0.079402767710895,29,0.9111328125,933,201.70000000000002,1,0.060546875,extreme,openout<=0.01,0.000709399188119933
82,82,1.0,0.0,0,0.0888671875,0.9999766747527524,DINOv3,0.080078125,one_vs_rest,0.0,0.4288702928870293,0.9891304347826086,dino_one_vs_rest,0.91,0.009765625,0.07832285721113733,10,0.91015625,932,191.2,2,0.080078125,extreme,openout<=0.01,0.0049410498664335615
82,82,1.0,0.0,0,0.08984375,0.9999066990110095,OpenCLIP-DFN5B,0.080078125,best_ood:one_vs_rest,0.0,0.4288702928870293,1.0,openclip_best_ood,0.91,0.009765625,0.07561556208171807,10,0.91015625,932,191.2,0,0.080078125,extreme,openout<=0.01,0.002509152957674627
82,82,1.0,0.0,0,0.08984375,0.9999766747527524,OpenCLIP-DFN5B,0.080078125,best_ood:one_vs_rest,0.0,0.4288702928870293,1.0,openclip_best_ood,0.91,0.009765625,0.0513938985838519,10,0.91015625,932,191.2,1,0.080078125,extreme,openout<=0.01,0.0013938985838518952
82,82,1.0,0.0,0,0.08984375,0.9998250606456428,OpenCLIP-DFN5B,0.080078125,best_ood:one_vs_rest,0.0,0.4288702928870293,1.0,openclip_best_ood,0.91,0.009765625,0.052844965227860044,10,0.91015625,932,191.2,2,0.080078125,extreme,openout<=0.01,0.0028449652278600395
82,82,1.0,0.0,0,0.08984375,0.9995568203022952,SigLIP2,0.080078125,best_ood:one_vs_rest,0.0,0.4190086867654574,1.0,siglip2_best_ood,0.91,0.0126953125,0.11857142697748115,13,0.9072265625,929,195.7,0,0.080078125,extreme,openout<=0.01,0.007932784294298409
82,82,1.0,0.0,0,0.08984375,1.0,SigLIP2,0.080078125,best_ood:one_vs_rest,0.0,0.43226146547179756,1.0,siglip2_best_ood,0.91,0.0087890625,0.05405479719154344,9,0.9111328125,933,189.70000000000002,1,0.080078125,extreme,openout<=0.01,0.00405479719154344
82,82,1.0,0.0,0,0.08984375,0.9999766747527524,SigLIP2,0.080078125,best_ood:one_vs_rest,0.0,0.4357066950053135,1.0,siglip2_best_ood,0.91,0.0078125,0.06047357170195592,8,0.912109375,934,188.2,2,0.080078125,extreme,openout<=0.01,0.007660722115586336
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom,0.25,0.0015625,0.24999951042100452,1,0.3984375,255,411.1,0,0.6,mild,openout<=0.02,0.0
384,380,0.9895833333333334,0.010416666666666666,4,0.6,0.9937642415364584,dino+siglip2+openclip,0.6,learned_selective_risk+semantic_harq_refine,0.0026041666666666665,0.9077878643096033,1.0,opensemcom,0.25,0.009375,0.8122030496850973,6,0.390625,250,418.6,1,0.59375,mild,openout<=0.02,0.5622034118849252
390,383,0.982051282051282,0.017948717948717947,7,0.6,0.9971771240234375,dino+siglip2+openclip,0.609375,learned_selective_risk+semantic_harq_refine,0.0026041666666666665,0.48481012658227846,1.0,opensemcom,0.25,0.390625,0.9999998976631478,250,0.0,0,790.0,2,0.5984375,mild,openout<=0.02,0.965561536101295
390,384,0.9846153846153847,0.015384615384615385,6,0.6,0.99993896484375,dino+siglip2+openclip,0.609375,learned_risk_head_only,0.0,0.9153754469606674,1.0,opensemcom_risk_head,0.25,0.0046875,0.9198606377839964,3,0.3859375,247,419.5,0,0.6,mild,openout<=0.02,0.6698616510629576
384,380,0.9895833333333334,0.010416666666666666,4,0.5984375,0.9991658528645834,dino+siglip2+openclip,0.6,learned_risk_head_only,0.005208333333333333,0.9243493067380198,0.9973958333333334,opensemcom_risk_head,0.25,0.0015625,0.5557207047939259,1,0.3984375,255,411.1,1,0.59375,mild,openout<=0.02,0.3057223588228184
384,381,0.9921875,0.0078125,3,0.5984375,0.9984944661458334,dino+siglip2+openclip,0.6,learned_risk_head_only,0.0026041666666666665,0.9267818049136463,0.9973958333333334,opensemcom_risk_head,0.25,0.0015625,0.3325611770153034,1,0.3984375,255,411.1,2,0.5953125,mild,openout<=0.02,0.08256219029426462
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,mixed_open_calibration,0.0,0.9340792994405254,1.0,opensemcom_calibrated,0.25,0.0015625,0.44975405363027643,1,0.3984375,255,411.1,0,0.6,mild,openout<=0.02,0.1997568314536327
390,383,0.982051282051282,0.017948717948717947,7,0.6,0.99957275390625,dino+siglip2+openclip,0.609375,mixed_open_calibration,0.0,0.48481012658227846,1.0,opensemcom_calibrated,0.25,0.390625,0.9999999999964924,250,0.0,0,790.0,1,0.5984375,mild,openout<=0.02,0.9357277781217712
390,383,0.982051282051282,0.017948717948717947,7,0.6,0.99908447265625,dino+siglip2+openclip,0.609375,mixed_open_calibration,0.0026041666666666665,0.48481012658227846,1.0,opensemcom_calibrated,0.25,0.390625,0.9999999985568071,250,0.0,0,790.0,2,0.5984375,mild,openout<=0.02,0.9569001861258501
384,384,1.0,0.0,0,0.6,1.0,dino+siglip2+openclip,0.6,semantic_harq_refine,0.0,0.9340792994405254,1.0,opensemcom_harq_refine,0.25,0.0015625,0.24999951042100077,1,0.3984375,255,411.1,0,0.6,mild,openout<=0.02,0.0
384,380,0.9895833333333334,0.010416666666666666,4,0.6,0.9937642415364584,dino+siglip2+openclip,0.6,semantic_harq_refine,0.0026041666666666665,0.9176527408838444,1.0,opensemcom_harq_refine,0.25,0.0046875,0.7536045521928774,3,0.3953125,253,414.1,1,0.59375,mild,openout<=0.02,0.5036049143927053
390,383,0.982051282051282,0.017948717948717947,7,0.6,0.9971669514973959,dino+siglip2+openclip,0.609375,semantic_harq_refine,0.0026041666666666665,0.48481012658227846,1.0,opensemcom_harq_refine,0.25,0.390625,0.9999998976631478,250,0.0,0,790.0,2,0.5984375,mild,openout<=0.02,0.9655615305250786
384,382,0.9947916666666666,0.005208333333333333,2,0.596875,0.9999898274739584,DINOv3,0.6,one_vs_rest,0.0,0.9060721062618595,0.9947916666666666,dino_one_vs_rest,0.25,0.0125,0.9493115539944347,8,0.3875,248,421.6,0,0.596875,mild,openout<=0.02,0.6993250306684891
384,383,0.9973958333333334,0.0026041666666666665,1,0.5984375,1.0,DINOv3,0.6,one_vs_rest,0.0,0.924897367785559,0.9973958333333334,dino_one_vs_rest,0.25,0.0046875,0.6692695356539686,3,0.3953125,253,414.1,1,0.5984375,mild,openout<=0.02,0.4192826309580401
384,380,0.9895833333333334,0.010416666666666666,4,0.5953125,0.999969482421875,DINOv3,0.6,one_vs_rest,0.0,0.9143407122232917,0.9921875,dino_one_vs_rest,0.25,0.00625,0.8369593651718356,4,0.39375,252,415.59999999999997,2,0.59375,mild,openout<=0.02,0.5869726275723457
384,384,1.0,0.0,0,0.6,1.0,OpenCLIP-DFN5B,0.6,best_ood:one_vs_rest,0.0,0.9273122434194638,1.0,openclip_best_ood,0.25,0.0046875,0.5061142995012269,3,0.3953125,253,414.1,0,0.6,mild,openout<=0.02,0.2561195457255636
390,384,0.9846153846153847,0.015384615384615385,6,0.6,0.99847412109375,OpenCLIP-DFN5B,0.609375,best_ood:one_vs_rest,0.0,0.4860759493670886,1.0,openclip_best_ood,0.25,0.390625,0.9999999998925508,250,0.0,0,790.0,1,0.6,mild,openout<=0.02,0.9104905359628849
