task,target_openout,resource_budget,method,n_seeds,semantic_goodput_mean,semantic_goodput_std,semantic_goodput_ci95,accepted_open_outage_mean,accepted_open_outage_std,accepted_open_outage_ci95,coverage_mean,coverage_std,coverage_ci95,accepted_known_accuracy_mean,accepted_known_accuracy_std,accepted_known_accuracy_ci95,accepted_mean,accepted_std,accepted_ci95,resource_per_sample_mean,resource_per_sample_std,resource_per_sample_ci95,goodput_per_resource_mean,goodput_per_resource_std,goodput_per_resource_ci95,latency_per_sample_mean,latency_per_sample_std,latency_per_sample_ci95,goodput_per_latency_mean,goodput_per_latency_std,goodput_per_latency_ci95,retransmission_rate_mean,retransmission_rate_std,retransmission_rate_ci95,refine_rate_mean,refine_rate_std,refine_rate_ci95,reject_rate_mean,reject_rate_std,reject_rate_ci95,accuracy_mean,accuracy_std,accuracy_ci95,auroc_mean,auroc_std,auroc_ci95,fpr95_mean,fpr95_std,fpr95_ci95
full-open-extreme,0.05,1.0,deepjscc_pca,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9072265625,0.010472466108167586,0.009179521275090752,0.9111485270180184,0.020085436060592925,0.017605660952570854,0.39190736853658203,0.09990690920535487,0.0875722670387886
full-open-hard,0.05,0.3,opensemcom_progressive,5,0.1607421875,0.004399953252370629,0.003856729071487829,0.007174594171190882,0.007872218567804819,0.006900303813728264,0.1619140625,0.004703747882340741,0.004123016805462355,0.9928254058288092,0.00787221856780483,0.006900303813728273,165.8,4.8166378315169185,4.2219692087934515,0.24572265625000003,0.0042333730941066655,0.003710715124916118,0.6540785594328654,0.0076924806075850645,0.0067427565452303625,0.32953125,0.0037629983058725903,0.0032984134443698816,0.48772374464357815,0.008137398198907887,0.007132744008835018,0.0,0.0,0.0,0.0,0.0,0.0,0.8380859375,0.004703747882340741,0.004123016805462355,0.5345703125,0.39011050101596817,0.3419469308112166,0.9980689591626358,0.0018030340994318848,0.0015804290703352853,0.003912377450980392,0.0039139258014502494,0.003430707227165776
full-open-hard,0.05,0.3,dino_detector,5,0.1490234375,0.013786489446547501,0.012084390808836956,0.016051670311504028,0.011381692960107772,0.009976493749870058,0.1515625,0.015323009387819964,0.013431209919524888,0.9839483296884961,0.01138169296010776,0.009976493749870046,155.2,15.690761613127643,13.753558957593485,0.23640625,0.013790708449037957,0.012088088927572389,0.6293323963209685,0.023121946272822446,0.020267279506146523,0.32125,0.012258407510255965,0.010744967935619904,0.4631036348136373,0.026063336811911537,0.022845521990107486,0.0,0.0,0.0,0.0,0.0,0.0,0.8484375,0.015323009387819964,0.013431209919524888,0.9595703125,0.009305569726227808,0.008156691499066119,0.9911163436252994,0.004334625662098622,0.0037994669138872806,0.015033953484432223,0.008464052618699043,0.007419069232054098
full-open-hard,0.05,0.3,fixed_refine_all,5,0.0716796875,0.011649371451911446,0.01021112429295481,0.007569850552306692,0.011138673261300218,0.009763477591839213,0.072265625,0.011940448496716292,0.010466264572033179,0.9924301494476934,0.011138673261300223,0.009763477591839218,74.0,12.227019260637483,10.717454921761975,0.2083984375,0.017910672745074428,0.01569939685804976,0.34212625205322633,0.026770738092589154,0.02346558655168598,0.2578125,0.009552358797373029,0.008373011657626538,0.2769945784578264,0.035038896713276035,0.030712947123731835,0.0,0.0,0.0,0.0,0.0,0.0,0.927734375,0.011940448496716292,0.010466264572033179,0.9802734375,0.0025277693565517157,0.002215687532174691,0.9985953568580024,0.0011540756043929247,0.0010115918690179197,0.0007905138339920949,0.001767642669960308,0.001549407114624506
full-open-hard,0.05,0.3,witt_context_style,5,0.0716796875,0.011649371451911446,0.01021112429295481,0.007569850552306692,0.011138673261300218,0.009763477591839213,0.072265625,0.011940448496716292,0.010466264572033179,0.9924301494476934,0.011138673261300223,0.009763477591839218,74.0,12.227019260637483,10.717454921761975,0.1939453125,0.015522583045731175,0.013606143943643128,0.36761787474973706,0.03092853468312842,0.027110055950406546,0.2578125,0.009552358797373029,0.008373011657626538,0.2769945784578264,0.035038896713276035,0.030712947123731835,0.0,0.0,0.0,0.0,0.0,0.0,0.927734375,0.011940448496716292,0.010466264572033179,0.9802734375,0.0025277693565517157,0.002215687532174691,0.9985953568580024,0.0011540756043929247,0.0010115918690179197,0.0007905138339920949,0.001767642669960308,0.001549407114624506
full-open-hard,0.05,0.3,opensemcom_no_channel,5,0.0712890625,0.006587274200796895,0.005774000416569683,0.005255925798694607,0.0072279069934090764,0.006335539817945057,0.0716796875,0.006786933731989865,0.0059490097119381455,0.9947440742013054,0.007227906993409073,0.006335539817945054,73.4,6.9498201415576215,6.091785945024661,0.17884765625,0.00746562710518885,0.006543910683131958,0.39793338603570083,0.020211431811056876,0.017716101097232945,0.25734375,0.0054295469855918784,0.004759207769550505,0.2766873206106063,0.019731318509255868,0.017295263233179207,0.0,0.0,0.0,0.0,0.0,0.0,0.9283203125,0.006786933731989865,0.0059490097119381455,0.2498046875,0.00043673202685542766,0.00038281249999999996,0.9985663956860733,0.0008415409001281525,0.0007376431221449008,0.001568627450980392,0.003507557611764376,0.0030745098039215686
full-open-hard,0.05,0.3,ensemble_detector,5,0.070703125,0.014690694258704534,0.012876961271658653,0.007350922678053988,0.010847651904417378,0.009508386125376665,0.0712890625,0.015081489464336427,0.01321950837252763,0.992649077321946,0.01084765190441736,0.009508386125376649,73.0,15.443445211480501,13.536776573468293,0.17841796875,0.016589638410770064,0.014541459209780389,0.39268478297084825,0.04852671102075474,0.04253553763022315,0.25703125,0.012065191571469153,0.010575606698022114,0.2733696830324258,0.04553403883278746,0.039912344799129355,0.0,0.0,0.0,0.0,0.0,0.0,0.9287109375,0.015081489464336427,0.01321950837252763,0.9814453125,0.002847144479904932,0.002495632170741639,0.9984899953280723,0.0011880431211523216,0.0010413657102062628,0.0015748275594822908,0.0021564492999259833,0.0018902111520692016
full-open-hard,0.05,0.3,opensemcom_receiver_only,5,0.0693359375,0.008597078545731938,0.007535671598175366,0.007663224516988673,0.006999747784230909,0.0061355494533903866,0.069921875,0.009124459864685998,0.007997941706039317,0.9923367754830114,0.006999747784230901,0.006135549453390379,71.6,9.343446901438462,8.18989230698426,0.17691406250000002,0.010036905851154602,0.008797735876643254,0.3906982729879288,0.026891741556271016,0.023571650764045767,0.2559375,0.007299567891748796,0.006398353364831452,0.27031401462838495,0.02610571681755071,0.02288266970291792,0.0,0.0,0.0,0.0,0.0,0.0,0.930078125,0.009124459864685998,0.007997941706039317,0.249609375,0.0005348853100636387,0.00046884764607959265,0.9986518854922138,0.0008477102477465078,0.0007430507937602766,0.000784313725490196,0.001753778805882188,0.0015372549019607843
full-open-hard,0.05,0.3,deepjscc_pca,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.915625,0.008723715403955975,0.007646673698566177,0.9101954372233025,0.011580408764260287,0.010150675832015172,0.3988518717776173,0.028701536819175505,0.02515800625546469
full-open-hard,0.05,0.45,opensemcom_progressive,5,0.2416015625,0.0016341016143243663,0.0014323532183743994,0.014267651000917664,0.009448374856202046,0.008281865714504089,0.2451171875,0.0029296875,0.0025679843179099147,0.9857323489990824,0.009448374856202047,0.00828186571450409,251.0,3.0,2.6296159415397526,0.32060546875,0.0026367187499999937,0.0023111858861189177,0.753599793694244,0.005142699017232516,0.004507774439418482,0.39609375,0.002343749999999987,0.0020543874543279203,0.6099659368415178,0.0034893607766856884,0.00305855957471874,0.0,0.0,0.0,0.0,0.0,0.0,0.7548828125,0.0029296875,0.0025679843179099147,0.389453125,0.3123728684272105,0.27380689150689747,0.998628330288027,0.0008753577540172166,0.0007672849015047021,0.0015717153002933457,0.002152166732271733,0.0018864573160110886
full-open-hard,0.05,0.45,opensemcom_receiver_only,5,0.22578125,0.004443091080498955,0.0038945410449977126,0.006879974668451254,0.004953740017326133,0.004342144573268069,0.22734375,0.004222997716882745,0.0037016207058002816,0.9931200253315489,0.00495374001732615,0.004342144573268085,232.8,4.324349662087931,3.7904596027394883,0.350078125,0.004645297488571012,0.004071782776380303,0.644905867598885,0.00490261633608415,0.004297332690873365,0.381875,0.0033783981735062,0.0029612965646402287,0.5912012685751187,0.006691375535887818,0.005865249259999903,0.0,0.0,0.0,0.0,0.0,0.0,0.77265625,0.004222997716882745,0.0037016207058002816,0.249609375,0.0005348853100636387,0.00046884764607959265,0.9986518854922138,0.0008477102477465078,0.0007430507937602766,0.000784313725490196,0.001753778805882188,0.0015372549019607843
full-open-hard,0.05,0.45,opensemcom_no_channel,5,0.2244140625,0.00405008620182182,0.0035500570803069487,0.006882928671514089,0.004893621143353085,0.004289448056805755,0.2259765625,0.004399953252370629,0.003856729071487829,0.9931170713284858,0.004893621143353095,0.004289448056805763,231.4,4.505552130427524,3.9492905692035367,0.34857421874999994,0.004839948577607677,0.0042424019786365995,0.6437802650902211,0.0036612772193991916,0.0032092509808428174,0.38078124999999996,0.0035199626018964907,0.0030853832571902523,0.5893159062099584,0.005494455164714321,0.004816102297069401,0.0,0.0,0.0,0.0,0.0,0.0,0.7740234375,0.004399953252370629,0.003856729071487829,0.2498046875,0.00043673202685542766,0.00038281249999999996,0.9985663956860733,0.0008415409001281525,0.0007376431221449008,0.001568627450980392,0.003507557611764376,0.0030745098039215686
full-open-hard,0.05,0.45,ensemble_detector,5,0.2232421875,0.007327473235275027,0.0064228134768950255,0.00696860101923393,0.005106638043685046,0.00447616560244919,0.2248046875,0.007156277718969243,0.0062727539906290855,0.993031398980766,0.005106638043685063,0.004476165602449205,230.2,7.328028384224504,6.423300086404184,0.34728515625,0.007871905490866159,0.006900029389691987,0.642705297731873,0.007198133313287626,0.006309442036649833,0.3798437499999999,0.005725022175175377,0.005018203192503254,0.5875970344387573,0.010731038582715279,0.00940617004212875,0.0,0.0,0.0,0.0,0.0,0.0,0.7751953125,0.007156277718969243,0.0062727539906290855,0.9814453125,0.002847144479904932,0.002495632170741639,0.9984899953280723,0.0011880431211523216,0.0010413657102062628,0.0015748275594822908,0.0021564492999259833,0.0018902111520692016
full-open-hard,0.05,0.45,dino_detector,5,0.2224609375,0.008326591307536019,0.007298579080327682,0.026202939952957426,0.01128473099479052,0.009891502839962967,0.228515625,0.010311871133761169,0.009038753573480657,0.9737970600470426,0.011284730994790534,0.009891502839962981,234.0,10.559356040971437,9.255683659244193,0.3056640625,0.009280684020385054,0.008134878216132593,0.7276845566786745,0.007503928470147745,0.0065774833097581725,0.3828125,0.008249496907008937,0.007231002858784527,0.5809718636442822,0.00994331640329961,0.008715701108630123,0.0,0.0,0.0,0.0,0.0,0.0,0.771484375,0.010311871133761169,0.009038753573480657,0.9595703125,0.009305569726227808,0.008156691499066119,0.9911163436252994,0.004334625662098622,0.0037994669138872806,0.015033953484432223,0.008464052618699043,0.007419069232054098
full-open-hard,0.05,0.45,fixed_refine_all,5,0.15078125,0.014852099830824111,0.013018439493491648,0.00365606936416185,0.0055413940798102745,0.004857246070207702,0.1513671875,0.015270015401476454,0.013384758642426676,0.9963439306358381,0.0055413940798102615,0.00485724607020769,155.0,15.636495771111889,13.705992849844916,0.32705078125,0.0229050231022147,0.020077137963640027,0.4602597924412736,0.014033791779357945,0.01230116086108306,0.32109374999999996,0.012216012321181172,0.010707806913941348,0.4687004725571463,0.029226967526854573,0.02561856657716049,0.0,0.0,0.0,0.0,0.0,0.0,0.8486328125,0.015270015401476454,0.013384758642426676,0.9802734375,0.0025277693565517157,0.002215687532174691,0.9985953568580024,0.0011540756043929247,0.0010115918690179197,0.0007905138339920949,0.001767642669960308,0.001549407114624506
full-open-hard,0.05,0.45,witt_context_style,5,0.15078125,0.014852099830824111,0.013018439493491648,0.00365606936416185,0.0055413940798102745,0.004857246070207702,0.1513671875,0.015270015401476454,0.013384758642426676,0.9963439306358381,0.0055413940798102615,0.00485724607020769,155.0,15.636495771111889,13.705992849844916,0.29677734375,0.0198510200219194,0.01740018623515469,0.5071602554201576,0.017083518637897407,0.0149743643159355,0.32109374999999996,0.012216012321181172,0.010707806913941348,0.4687004725571463,0.029226967526854573,0.02561856657716049,0.0,0.0,0.0,0.0,0.0,0.0,0.8486328125,0.015270015401476454,0.013384758642426676,0.9802734375,0.0025277693565517157,0.002215687532174691,0.9985953568580024,0.0011540756043929247,0.0010115918690179197,0.0007905138339920949,0.001767642669960308,0.001549407114624506
full-open-hard,0.05,0.45,deepjscc_pca,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.915625,0.008723715403955975,0.007646673698566177,0.9101954372233025,0.011580408764260287,0.010150675832015172,0.3988518717776173,0.028701536819175505,0.02515800625546469
full-open-hard,0.05,0.6,opensemcom_progressive,5,0.2416015625,0.0016341016143243663,0.0014323532183743994,0.014267651000917664,0.009448374856202046,0.008281865714504089,0.2451171875,0.0029296875,0.0025679843179099147,0.9857323489990824,0.009448374856202047,0.00828186571450409,251.0,3.0,2.6296159415397526,0.32060546875,0.0026367187499999937,0.0023111858861189177,0.753599793694244,0.005142699017232516,0.004507774439418482,0.39609375,0.002343749999999987,0.0020543874543279203,0.6099659368415178,0.0034893607766856884,0.00305855957471874,0.0,0.0,0.0,0.0,0.0,0.0,0.7548828125,0.0029296875,0.0025679843179099147,0.389453125,0.3123728684272105,0.27380689150689747,0.998628330288027,0.0008753577540172166,0.0007672849015047021,0.0015717153002933457,0.002152166732271733,0.0018864573160110886
full-open-hard,0.05,0.6,opensemcom_receiver_only,5,0.22578125,0.004443091080498955,0.0038945410449977126,0.006879974668451254,0.004953740017326133,0.004342144573268069,0.22734375,0.004222997716882745,0.0037016207058002816,0.9931200253315489,0.00495374001732615,0.004342144573268085,232.8,4.324349662087931,3.7904596027394883,0.350078125,0.004645297488571012,0.004071782776380303,0.644905867598885,0.00490261633608415,0.004297332690873365,0.381875,0.0033783981735062,0.0029612965646402287,0.5912012685751187,0.006691375535887818,0.005865249259999903,0.0,0.0,0.0,0.0,0.0,0.0,0.77265625,0.004222997716882745,0.0037016207058002816,0.249609375,0.0005348853100636387,0.00046884764607959265,0.9986518854922138,0.0008477102477465078,0.0007430507937602766,0.000784313725490196,0.001753778805882188,0.0015372549019607843
full-open-hard,0.05,0.6,opensemcom_no_channel,5,0.2244140625,0.00405008620182182,0.0035500570803069487,0.006882928671514089,0.004893621143353085,0.004289448056805755,0.2259765625,0.004399953252370629,0.003856729071487829,0.9931170713284858,0.004893621143353095,0.004289448056805763,231.4,4.505552130427524,3.9492905692035367,0.34857421874999994,0.004839948577607677,0.0042424019786365995,0.6437802650902211,0.0036612772193991916,0.0032092509808428174,0.38078124999999996,0.0035199626018964907,0.0030853832571902523,0.5893159062099584,0.005494455164714321,0.004816102297069401,0.0,0.0,0.0,0.0,0.0,0.0,0.7740234375,0.004399953252370629,0.003856729071487829,0.2498046875,0.00043673202685542766,0.00038281249999999996,0.9985663956860733,0.0008415409001281525,0.0007376431221449008,0.001568627450980392,0.003507557611764376,0.0030745098039215686
full-open-hard,0.05,0.6,fixed_refine_all,5,0.2234375,0.00566911143503906,0.0049691952679813385,0.007752155541656605,0.005632657431701991,0.004937241925211972,0.2251953125,0.006160863396713869,0.005400234867215846,0.9922478444583434,0.005632657431701977,0.004937241925211959,230.6,6.308724118235002,5.529840504029027,0.43779296875,0.009241295095070818,0.008100352300823782,0.5103400431243509,0.003238078326112014,0.0028383007954328365,0.38015625000000003,0.00492869071737111,0.00432018789377269,0.5876792004912101,0.007605676923666048,0.006666669761557754,0.0,0.0,0.0,0.0,0.0,0.0,0.7748046875,0.006160863396713869,0.005400234867215846,0.9802734375,0.0025277693565517157,0.002215687532174691,0.9985953568580024,0.0011540756043929247,0.0010115918690179197,0.0007905138339920949,0.001767642669960308,0.001549407114624506
full-open-hard,0.05,0.6,witt_context_style,5,0.2234375,0.00566911143503906,0.0049691952679813385,0.007752155541656605,0.005632657431701991,0.004937241925211972,0.2251953125,0.006160863396713869,0.005400234867215846,0.9922478444583434,0.005632657431701977,0.004937241925211959,230.6,6.308724118235002,5.529840504029027,0.39275390624999995,0.008009122415728044,0.007020305327380613,0.5688578891938192,0.0038643517911067624,0.0033872536912040127,0.38015625000000003,0.00492869071737111,0.00432018789377269,0.5876792004912101,0.007605676923666048,0.006666669761557754,0.0,0.0,0.0,0.0,0.0,0.0,0.7748046875,0.006160863396713869,0.005400234867215846,0.9802734375,0.0025277693565517157,0.002215687532174691,0.9985953568580024,0.0011540756043929247,0.0010115918690179197,0.0007905138339920949,0.001767642669960308,0.001549407114624506
full-open-hard,0.05,0.6,ensemble_detector,5,0.2232421875,0.007327473235275027,0.0064228134768950255,0.00696860101923393,0.005106638043685046,0.00447616560244919,0.2248046875,0.007156277718969243,0.0062727539906290855,0.993031398980766,0.005106638043685063,0.004476165602449205,230.2,7.328028384224504,6.423300086404184,0.34728515625,0.007871905490866159,0.006900029389691987,0.642705297731873,0.007198133313287626,0.006309442036649833,0.3798437499999999,0.005725022175175377,0.005018203192503254,0.5875970344387573,0.010731038582715279,0.00940617004212875,0.0,0.0,0.0,0.0,0.0,0.0,0.7751953125,0.007156277718969243,0.0062727539906290855,0.9814453125,0.002847144479904932,0.002495632170741639,0.9984899953280723,0.0011880431211523216,0.0010413657102062628,0.0015748275594822908,0.0021564492999259833,0.0018902111520692016
full-open-hard,0.05,0.6,dino_detector,5,0.2224609375,0.008326591307536019,0.007298579080327682,0.026202939952957426,0.01128473099479052,0.009891502839962967,0.228515625,0.010311871133761169,0.009038753573480657,0.9737970600470426,0.011284730994790534,0.009891502839962981,234.0,10.559356040971437,9.255683659244193,0.3056640625,0.009280684020385054,0.008134878216132593,0.7276845566786745,0.007503928470147745,0.0065774833097581725,0.3828125,0.008249496907008937,0.007231002858784527,0.5809718636442822,0.00994331640329961,0.008715701108630123,0.0,0.0,0.0,0.0,0.0,0.0,0.771484375,0.010311871133761169,0.009038753573480657,0.9595703125,0.009305569726227808,0.008156691499066119,0.9911163436252994,0.004334625662098622,0.0037994669138872806,0.015033953484432223,0.008464052618699043,0.007419069232054098
full-open-hard,0.05,0.6,deepjscc_pca,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.915625,0.008723715403955975,0.007646673698566177,0.9101954372233025,0.011580408764260287,0.010150675832015172,0.3988518717776173,0.028701536819175505,0.02515800625546469
full-open-hard,0.05,0.8,opensemcom_progressive,5,0.2416015625,0.0016341016143243663,0.0014323532183743994,0.014267651000917664,0.009448374856202046,0.008281865714504089,0.2451171875,0.0029296875,0.0025679843179099147,0.9857323489990824,0.009448374856202047,0.00828186571450409,251.0,3.0,2.6296159415397526,0.32060546875,0.0026367187499999937,0.0023111858861189177,0.753599793694244,0.005142699017232516,0.004507774439418482,0.39609375,0.002343749999999987,0.0020543874543279203,0.6099659368415178,0.0034893607766856884,0.00305855957471874,0.0,0.0,0.0,0.0,0.0,0.0,0.7548828125,0.0029296875,0.0025679843179099147,0.389453125,0.3123728684272105,0.27380689150689747,0.998628330288027,0.0008753577540172166,0.0007672849015047021,0.0015717153002933457,0.002152166732271733,0.0018864573160110886
full-open-hard,0.05,0.8,opensemcom_receiver_only,5,0.22578125,0.004443091080498955,0.0038945410449977126,0.006879974668451254,0.004953740017326133,0.004342144573268069,0.22734375,0.004222997716882745,0.0037016207058002816,0.9931200253315489,0.00495374001732615,0.004342144573268085,232.8,4.324349662087931,3.7904596027394883,0.350078125,0.004645297488571012,0.004071782776380303,0.644905867598885,0.00490261633608415,0.004297332690873365,0.381875,0.0033783981735062,0.0029612965646402287,0.5912012685751187,0.006691375535887818,0.005865249259999903,0.0,0.0,0.0,0.0,0.0,0.0,0.77265625,0.004222997716882745,0.0037016207058002816,0.249609375,0.0005348853100636387,0.00046884764607959265,0.9986518854922138,0.0008477102477465078,0.0007430507937602766,0.000784313725490196,0.001753778805882188,0.0015372549019607843
full-open-hard,0.05,0.8,opensemcom_no_channel,5,0.2244140625,0.00405008620182182,0.0035500570803069487,0.006882928671514089,0.004893621143353085,0.004289448056805755,0.2259765625,0.004399953252370629,0.003856729071487829,0.9931170713284858,0.004893621143353095,0.004289448056805763,231.4,4.505552130427524,3.9492905692035367,0.34857421874999994,0.004839948577607677,0.0042424019786365995,0.6437802650902211,0.0036612772193991916,0.0032092509808428174,0.38078124999999996,0.0035199626018964907,0.0030853832571902523,0.5893159062099584,0.005494455164714321,0.004816102297069401,0.0,0.0,0.0,0.0,0.0,0.0,0.7740234375,0.004399953252370629,0.003856729071487829,0.2498046875,0.00043673202685542766,0.00038281249999999996,0.9985663956860733,0.0008415409001281525,0.0007376431221449008,0.001568627450980392,0.003507557611764376,0.0030745098039215686
full-open-hard,0.05,0.8,fixed_refine_all,5,0.2234375,0.00566911143503906,0.0049691952679813385,0.007752155541656605,0.005632657431701991,0.004937241925211972,0.2251953125,0.006160863396713869,0.005400234867215846,0.9922478444583434,0.005632657431701977,0.004937241925211959,230.6,6.308724118235002,5.529840504029027,0.43779296875,0.009241295095070818,0.008100352300823782,0.5103400431243509,0.003238078326112014,0.0028383007954328365,0.38015625000000003,0.00492869071737111,0.00432018789377269,0.5876792004912101,0.007605676923666048,0.006666669761557754,0.0,0.0,0.0,0.0,0.0,0.0,0.7748046875,0.006160863396713869,0.005400234867215846,0.9802734375,0.0025277693565517157,0.002215687532174691,0.9985953568580024,0.0011540756043929247,0.0010115918690179197,0.0007905138339920949,0.001767642669960308,0.001549407114624506
full-open-hard,0.05,0.8,witt_context_style,5,0.2234375,0.00566911143503906,0.0049691952679813385,0.007752155541656605,0.005632657431701991,0.004937241925211972,0.2251953125,0.006160863396713869,0.005400234867215846,0.9922478444583434,0.005632657431701977,0.004937241925211959,230.6,6.308724118235002,5.529840504029027,0.39275390624999995,0.008009122415728044,0.007020305327380613,0.5688578891938192,0.0038643517911067624,0.0033872536912040127,0.38015625000000003,0.00492869071737111,0.00432018789377269,0.5876792004912101,0.007605676923666048,0.006666669761557754,0.0,0.0,0.0,0.0,0.0,0.0,0.7748046875,0.006160863396713869,0.005400234867215846,0.9802734375,0.0025277693565517157,0.002215687532174691,0.9985953568580024,0.0011540756043929247,0.0010115918690179197,0.0007905138339920949,0.001767642669960308,0.001549407114624506
full-open-hard,0.05,0.8,ensemble_detector,5,0.2232421875,0.007327473235275027,0.0064228134768950255,0.00696860101923393,0.005106638043685046,0.00447616560244919,0.2248046875,0.007156277718969243,0.0062727539906290855,0.993031398980766,0.005106638043685063,0.004476165602449205,230.2,7.328028384224504,6.423300086404184,0.34728515625,0.007871905490866159,0.006900029389691987,0.642705297731873,0.007198133313287626,0.006309442036649833,0.3798437499999999,0.005725022175175377,0.005018203192503254,0.5875970344387573,0.010731038582715279,0.00940617004212875,0.0,0.0,0.0,0.0,0.0,0.0,0.7751953125,0.007156277718969243,0.0062727539906290855,0.9814453125,0.002847144479904932,0.002495632170741639,0.9984899953280723,0.0011880431211523216,0.0010413657102062628,0.0015748275594822908,0.0021564492999259833,0.0018902111520692016
full-open-hard,0.05,0.8,dino_detector,5,0.2224609375,0.008326591307536019,0.007298579080327682,0.026202939952957426,0.01128473099479052,0.009891502839962967,0.228515625,0.010311871133761169,0.009038753573480657,0.9737970600470426,0.011284730994790534,0.009891502839962981,234.0,10.559356040971437,9.255683659244193,0.3056640625,0.009280684020385054,0.008134878216132593,0.7276845566786745,0.007503928470147745,0.0065774833097581725,0.3828125,0.008249496907008937,0.007231002858784527,0.5809718636442822,0.00994331640329961,0.008715701108630123,0.0,0.0,0.0,0.0,0.0,0.0,0.771484375,0.010311871133761169,0.009038753573480657,0.9595703125,0.009305569726227808,0.008156691499066119,0.9911163436252994,0.004334625662098622,0.0037994669138872806,0.015033953484432223,0.008464052618699043,0.007419069232054098
full-open-hard,0.05,0.8,deepjscc_pca,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.915625,0.008723715403955975,0.007646673698566177,0.9101954372233025,0.011580408764260287,0.010150675832015172,0.3988518717776173,0.028701536819175505,0.02515800625546469
full-open-hard,0.05,1.0,opensemcom_progressive,5,0.2416015625,0.0016341016143243663,0.0014323532183743994,0.014267651000917664,0.009448374856202046,0.008281865714504089,0.2451171875,0.0029296875,0.0025679843179099147,0.9857323489990824,0.009448374856202047,0.00828186571450409,251.0,3.0,2.6296159415397526,0.32060546875,0.0026367187499999937,0.0023111858861189177,0.753599793694244,0.005142699017232516,0.004507774439418482,0.39609375,0.002343749999999987,0.0020543874543279203,0.6099659368415178,0.0034893607766856884,0.00305855957471874,0.0,0.0,0.0,0.0,0.0,0.0,0.7548828125,0.0029296875,0.0025679843179099147,0.389453125,0.3123728684272105,0.27380689150689747,0.998628330288027,0.0008753577540172166,0.0007672849015047021,0.0015717153002933457,0.002152166732271733,0.0018864573160110886
full-open-hard,0.05,1.0,opensemcom_receiver_only,5,0.22578125,0.004443091080498955,0.0038945410449977126,0.006879974668451254,0.004953740017326133,0.004342144573268069,0.22734375,0.004222997716882745,0.0037016207058002816,0.9931200253315489,0.00495374001732615,0.004342144573268085,232.8,4.324349662087931,3.7904596027394883,0.350078125,0.004645297488571012,0.004071782776380303,0.644905867598885,0.00490261633608415,0.004297332690873365,0.381875,0.0033783981735062,0.0029612965646402287,0.5912012685751187,0.006691375535887818,0.005865249259999903,0.0,0.0,0.0,0.0,0.0,0.0,0.77265625,0.004222997716882745,0.0037016207058002816,0.249609375,0.0005348853100636387,0.00046884764607959265,0.9986518854922138,0.0008477102477465078,0.0007430507937602766,0.000784313725490196,0.001753778805882188,0.0015372549019607843
full-open-hard,0.05,1.0,opensemcom_no_channel,5,0.2244140625,0.00405008620182182,0.0035500570803069487,0.006882928671514089,0.004893621143353085,0.004289448056805755,0.2259765625,0.004399953252370629,0.003856729071487829,0.9931170713284858,0.004893621143353095,0.004289448056805763,231.4,4.505552130427524,3.9492905692035367,0.34857421874999994,0.004839948577607677,0.0042424019786365995,0.6437802650902211,0.0036612772193991916,0.0032092509808428174,0.38078124999999996,0.0035199626018964907,0.0030853832571902523,0.5893159062099584,0.005494455164714321,0.004816102297069401,0.0,0.0,0.0,0.0,0.0,0.0,0.7740234375,0.004399953252370629,0.003856729071487829,0.2498046875,0.00043673202685542766,0.00038281249999999996,0.9985663956860733,0.0008415409001281525,0.0007376431221449008,0.001568627450980392,0.003507557611764376,0.0030745098039215686
